,Date,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
3918,23/09/2010,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,0.0,18.3,16.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3919,24/09/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,16.6,16.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
3920,25/09/2010,9.8,5.8,0.0,6.8,0.0,0.0,0.0,-6.7,0.0,0.0,15.0,17.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
3921,26/09/2010,8.8,11.6,0.0,6.8,0.0,0.0,0.0,-6.7,0.0,0.0,14.4,15.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
3922,27/09/2010,2.6,5.4,0.0,1.6,0.0,0.0,0.0,-6.7,0.0,0.0,13.0,14.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
3923,28/09/2010,3.6,5.0,0.0,4.8,0.0,0.0,0.0,-6.7,0.0,0.0,14.2,15.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3924,29/09/2010,7.6,1.6,0.0,3.2,0.0,0.0,0.0,-6.8,0.0,0.0,13.35,14.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
3925,30/09/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,0.0,14.2,14.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
3926,01/10/2010,0.2,0.2,0.0,0.2,0.0,0.0,0.0,-6.8,0.0,0.0,13.7,15.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
3927,02/10/2010,9.2,26.0,0.0,9.6,0.0,0.0,0.0,-6.8,0.0,0.0,14.2,16.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
3928,03/10/2010,0.2,0.2,0.0,0.2,0.0,0.0,0.0,-6.7,0.0,0.0,16.4,16.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
3929,04/10/2010,0.0,0.2,0.0,0.2,0.0,0.0,0.0,-6.7,0.0,0.0,15.9,16.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
3930,05/10/2010,24.4,20.6,0.0,43.4,0.0,0.0,0.0,-6.7,0.0,0.0,16.15,17.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
3931,06/10/2010,0.2,0.0,0.0,0.4,0.0,0.0,0.0,-6.7,0.0,0.0,16.05,17.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3932,07/10/2010,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,18.15,17.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
3933,08/10/2010,0.2,0.2,0.0,0.2,0.0,0.0,0.0,-6.7,0.0,0.0,16.2,16.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
3934,09/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,14.2,14.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
3935,10/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.1,12.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
3936,11/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.65,13.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
3937,12/10/2010,2.0,2.6,0.0,1.8,0.0,0.0,0.0,-6.7,0.0,0.0,14.1,13.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
3938,13/10/2010,1.8,1.6,0.0,1.2,0.0,0.0,0.0,-6.7,0.0,0.0,12.75,13.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3939,14/10/2010,4.0,5.6,0.0,4.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.05,12.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3940,15/10/2010,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.85,12.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3941,16/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,13.15,15.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
3942,17/10/2010,5.0,13.6,0.0,3.2,0.0,0.0,0.0,-6.7,0.0,0.0,12.5,13.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3943,18/10/2010,3.0,5.0,0.0,8.0,0.0,0.0,0.0,-6.7,0.0,0.0,10.55,12.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
3944,19/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.05,12.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
3945,20/10/2010,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-6.7,0.0,0.0,11.45,10.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3946,21/10/2010,1.2,0.4,0.0,0.4,0.0,0.0,0.0,-6.7,0.0,0.0,12.1,11.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3947,22/10/2010,0.2,0.2,0.0,0.2,0.0,0.0,0.0,-6.8,0.0,0.0,12.2,10.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
3948,23/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,13.45,13.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
3949,24/10/2010,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,13.05,14.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
3950,25/10/2010,15.8,15.0,0.0,13.0,0.0,0.0,0.0,-6.7,0.0,0.0,10.75,11.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
3951,26/10/2010,2.4,0.2,0.0,1.8,0.0,0.0,0.0,-6.7,0.0,0.0,9.35,9.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
3952,27/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,0.0,7.65,8.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
3953,28/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,0.0,8.35,7.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
3954,29/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8,0.0,0.0,12.65,9.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
3955,30/10/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,10.3,8.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
3956,31/10/2010,22.8,37.0,0.0,14.2,0.0,0.0,0.0,-6.7,0.0,0.0,13.9,14.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
3957,01/11/2010,37.6,40.2,0.0,28.2,0.0,0.0,0.0,-6.7,0.0,0.0,12.45,14.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3958,02/11/2010,20.2,8.2,0.0,21.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.55,14.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3959,03/11/2010,1.0,1.2,0.0,1.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.95,13.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3960,04/11/2010,0.8,0.4,0.0,0.8,0.0,0.0,0.0,-6.7,0.0,0.0,13.95,13.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
3961,05/11/2010,0.2,0.2,0.0,0.2,0.0,0.0,0.0,-6.7,0.0,0.0,13.85,13.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
3962,06/11/2010,0.2,0.4,0.0,0.4,0.0,0.0,0.0,-6.7,0.0,0.0,13.55,13.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
3963,07/11/2010,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,12.95,13.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
3964,08/11/2010,16.4,16.2,0.0,16.6,0.0,0.0,0.0,-6.6,0.0,0.0,9.6,11.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
3965,09/11/2010,13.6,12.2,0.0,21.8,0.0,0.0,0.0,-6.6,0.0,0.0,10.55,12.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3966,10/11/2010,14.0,14.2,0.0,8.2,0.0,0.0,0.0,-6.6,0.0,0.0,9.85,12.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
3967,11/11/2010,3.6,3.4,0.0,1.4,0.0,0.0,0.0,-6.6,0.0,0.0,10.7,10.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3968,12/11/2010,0.6,1.2,0.0,0.2,0.0,0.0,0.0,-6.7,0.0,0.0,9.6,8.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3969,13/11/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7,0.0,0.0,14.7,14.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
3970,14/11/2010,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,12.25,11.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3971,15/11/2010,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,13.95,15.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
3972,16/11/2010,15.2,12.8,0.0,13.2,0.0,0.0,0.0,-6.6,0.0,0.0,10.25,12.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
3973,17/11/2010,0.6,0.8,0.0,0.2,0.0,0.0,0.0,-6.6,0.0,0.0,10.8,9.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3974,18/11/2010,0.2,1.8,0.0,0.4,0.0,0.0,0.0,-6.7,0.0,0.0,7.25,6.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
3975,19/11/2010,13.4,15.0,0.0,14.6,0.0,0.0,0.0,-6.6,0.0,0.0,9.85,10.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
3976,20/11/2010,5.8,4.6,0.0,7.0,0.0,0.0,0.0,-6.6,0.0,0.0,8.7,10.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
3977,21/11/2010,10.6,13.0,0.0,10.0,0.0,0.0,0.0,-6.6,0.0,0.0,8.8,10.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
3978,22/11/2010,13.4,14.4,0.0,12.2,0.0,0.0,0.0,-6.6,0.0,0.0,8.4,10.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
3979,23/11/2010,18.0,23.0,0.0,18.8,0.0,0.0,0.0,-6.6,0.0,0.0,6.0,8.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
3980,24/11/2010,14.0,15.0,0.0,12.0,0.0,0.0,0.0,-6.5,0.0,0.0,6.55,8.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3981,25/11/2010,0.2,0.2,0.0,3.2,0.0,0.0,0.0,-6.5,0.0,0.0,5.65,6.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
3982,26/11/2010,7.4,6.2,0.0,5.2,0.0,0.0,0.0,-6.5,0.0,0.0,3.95,6.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3983,27/11/2010,1.6,4.2,0.0,9.4,0.0,0.0,0.0,-6.5,0.0,0.0,3.85,6.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
3984,28/11/2010,9.4,12.2,0.0,3.6,0.0,0.0,0.0,-6.5,0.0,0.0,3.85,4.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
3985,29/11/2010,18.4,18.4,0.0,17.2,0.0,0.0,0.0,-6.5,0.0,0.0,6.75,7.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3986,30/11/2010,0.8,0.2,0.0,0.8,0.0,0.0,0.0,-6.5,0.0,0.0,4.35,6.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3987,01/12/2010,19.2,19.6,0.0,20.6,0.0,0.0,0.0,-6.5,0.0,0.0,9.35,11.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
3988,02/12/2010,5.6,6.8,0.0,6.0,0.0,0.0,0.0,-6.5,0.0,0.0,6.9,9.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
3989,03/12/2010,17.0,21.8,0.0,13.8,0.0,0.0,0.0,-6.5,0.0,0.0,4.8,6.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
3990,04/12/2010,10.2,8.0,0.0,5.0,0.0,0.0,0.0,-6.4,0.0,0.0,1.95,3.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
3991,05/12/2010,5.2,3.0,0.0,2.2,0.0,0.0,0.0,-6.4,0.0,0.0,1.85,1.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
3992,06/12/2010,0.2,0.4,0.0,0.4,0.0,0.0,0.0,-6.4,0.0,0.0,8.8,10.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3993,07/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,12.6,16.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
3994,08/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,12.7,14.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
3995,09/12/2010,5.4,5.0,0.0,5.6,0.0,0.0,0.0,-6.4,0.0,0.0,10.15,11.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3996,10/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,0.0,0.0,5.85,5.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
3997,11/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,0.0,0.0,5.55,4.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
3998,12/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,6.75,6.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
3999,13/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,4.9,5.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4000,14/12/2010,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,0.85,1.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4001,15/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,-0.9,-0.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4002,16/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,-2.6,-2.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4003,17/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,-1.95,-3.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
4004,18/12/2010,17.2,16.4,0.0,12.0,0.0,0.0,0.0,-6.4,0.0,0.0,2.3,0.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4005,19/12/2010,4.4,0.0,0.0,7.8,0.0,0.0,0.0,-6.4,0.0,0.0,-0.05,-0.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4006,20/12/2010,11.2,11.4,0.0,10.4,0.0,0.0,0.0,-6.4,0.0,0.0,4.6,4.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4007,21/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,0.0,8.0,7.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4008,22/12/2010,10.8,16.8,0.0,2.8,0.0,0.0,0.0,-6.4,0.0,0.0,10.9,12.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4009,23/12/2010,6.4,6.2,0.0,0.0,0.0,0.0,0.0,-6.3,0.0,0.0,11.35,13.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4010,24/12/2010,17.4,11.6,0.0,0.0,0.0,0.0,0.0,-6.3,0.0,0.0,8.6,11.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4011,25/12/2010,22.4,12.2,0.0,8.8,0.0,0.0,0.0,-6.2,0.0,0.0,5.55,8.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4012,26/12/2010,2.6,2.6,0.0,0.4,0.0,0.0,0.0,-6.2,0.0,0.0,4.4,7.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4013,27/12/2010,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,1.4,2.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4014,28/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,1.25,1.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4015,29/12/2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,2.6,3.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4016,30/12/2010,1.4,1.4,0.0,0.8,0.0,0.0,0.0,-6.2,0.0,0.0,3.3,6.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4017,31/12/2010,0.6,0.4,0.0,0.2,0.0,0.0,0.0,-6.2,0.0,0.0,6.3,6.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4018,01/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,5.65,4.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
4019,02/01/2011,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,4.5,6.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4020,03/01/2011,0.4,0.6,0.0,0.2,0.0,0.0,0.0,-6.2,0.0,0.0,3.15,3.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4021,04/01/2011,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,0.85,0.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4022,05/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,2.15,2.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4023,06/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,5.7,6.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
4024,07/01/2011,0.0,0.2,0.0,0.2,0.0,0.0,0.0,-6.2,0.0,0.0,10.65,12.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4025,08/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,10.8,10.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4026,09/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,9.4,9.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
4027,10/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,10.3,10.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4028,11/01/2011,13.4,13.4,0.0,13.2,0.0,0.0,0.0,-6.2,0.0,0.0,7.95,8.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4029,12/01/2011,1.6,1.8,0.0,1.4,0.0,0.0,0.0,-6.1,0.0,0.0,7.65,7.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4030,13/01/2011,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-6.1,0.0,0.0,7.55,6.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4031,14/01/2011,0.2,0.4,0.0,0.2,0.0,0.0,0.0,-6.2,0.0,0.0,6.5,6.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4032,15/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,10.3,9.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4033,16/01/2011,0.2,0.2,0.0,0.4,0.0,0.0,0.0,-6.2,0.0,0.0,10.95,7.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4034,17/01/2011,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,9.05,5.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4035,18/01/2011,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-6.1,0.0,0.0,7.4,8.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4036,19/01/2011,0.0,0.4,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,7.3,8.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
4037,20/01/2011,4.0,2.2,0.0,6.2,0.0,0.0,0.0,-6.1,0.0,0.0,3.75,5.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4038,21/01/2011,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,1.9,4.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
4039,22/01/2011,0.4,0.0,0.0,0.6,0.0,0.0,0.0,-6.1,0.0,0.0,0.65,2.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4040,23/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,0.2,1.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
4041,24/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,2.5,1.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4042,25/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,3.55,2.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4043,26/01/2011,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,3.55,3.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
4044,27/01/2011,0.4,0.4,0.0,0.2,0.0,0.0,0.0,-6.1,0.0,0.0,6.0,7.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4045,28/01/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,5.7,7.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
4046,29/01/2011,1.0,0.8,0.0,0.6,0.0,0.0,0.0,-6.1,0.0,0.0,3.35,5.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4047,30/01/2011,12.0,14.8,0.0,11.2,0.0,0.0,0.0,-6.1,0.0,0.0,3.35,5.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4048,31/01/2011,1.0,1.2,0.0,0.8,0.0,0.0,0.0,-6.1,0.0,0.0,5.55,5.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4049,01/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,5.35,4.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
4050,02/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,6.65,5.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4051,03/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,6.2,5.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4052,04/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,8.3,6.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
4053,05/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,9.75,6.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4054,06/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,8.1,4.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4055,07/02/2011,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,7.65,7.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4056,08/02/2011,0.0,0.4,0.0,0.2,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,6.8,6.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4057,09/02/2011,0.2,0.4,0.0,0.2,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,7.3,6.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4058,10/02/2011,0.0,0.2,0.0,0.2,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,8.1,6.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
4059,11/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,7.85,8.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4060,12/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,7.75,8.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4061,13/02/2011,0.8,0.8,0.0,1.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,8.2,8.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4062,14/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0792289300657725,0.0,0.0,7.7,9.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4063,15/02/2011,0.2,0.4,0.0,0.0,0.0,0.0,0.0,-6.1,0.0,0.0,6.6,7.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
4064,16/02/2011,10.0,9.4,0.0,8.8,0.0,0.0,0.0,-6.0,0.0,0.0,6.9,9.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
4065,17/02/2011,26.2,22.0,0.0,25.0,0.0,0.0,0.0,-6.0,0.0,0.0,7.35,8.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4066,18/02/2011,14.0,13.4,0.0,11.0,0.0,0.0,0.0,-6.0,0.0,0.0,8.65,8.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
4067,19/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,9.25,7.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4068,20/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,7.3,7.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
4069,21/02/2011,13.2,6.6,0.0,10.4,0.0,0.0,0.0,-6.0,0.0,0.0,6.4,5.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4070,22/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,4.8,5.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
4071,23/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,2.2,3.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
4072,24/02/2011,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,2.25,2.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
4073,25/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,3.75,3.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4074,26/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,3.6,4.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
4075,27/02/2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9,0.0,0.0,1.55,2.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
4076,28/02/2011,23.4,37.0,0.0,10.0,0.0,0.0,0.0,-5.9,0.0,0.0,5.85,8.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
