Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
0.00030015130173003616,0.0,0.0,0.0,8.575751478001034e-05,0.0001692697450637013,0.0001800907810380217,5.1454508868006197e-05,0.00018866653251602275,4.287875739000517e-05,-0.0006067344170685731,-0.00024231960367713506,-3.430300591200414e-05,-0.00028557252421743443,-0.00016802637714301457,0.0010226583637516233,0.0008940220915816078,0.0010698249968806289,0.0010676810590111287,-0.4812425869642288,-0.6842626407302936,-0.5478917267872394,0.0,0.0,7.71817633020093e-06,-2.5677539932681093e-05
0.0,0.0,4.144595537039135e-05,0.0,8.28919107407827e-06,0.00016361356360347737,8.28919107407827e-05,8.28919107407827e-06,0.0,0.0,-0.0005868747280447415,-0.00023422244698057584,-0.0001048582670870901,-0.0002747866841056946,-0.0001624117430637392,0.0010195705021116273,0.000872437360546738,0.0010485826708709013,0.001073450244093136,-0.48803479871035765,-0.6786860757076446,-0.5488193191500603,0.0,0.0,7.04581241296653e-06,-2.4819519940645697e-05
0.0,0.0,8.289189800198163e-06,0.0004393270594105026,0.0,0.00016361353845939972,0.0,0.0,0.0,0.00024867569400594485,-0.0005868746378540299,-0.00023422241098534864,-3.315675920079266e-05,-0.0002768589393266186,-0.00016241171810435693,0.0010299318326746217,0.0008724372264708566,0.0010589439969753154,0.0010858838638259593,-0.48803472370933326,-0.6786859714073957,-0.5488192348076912,0.0,0.0,7.045811330168438e-06,-2.4819516126390186e-05
1.6578383195222748e-05,0.0,0.0,0.0,0.0,0.00016361357393706913,0.0,0.00014920544875700472,1.6578383195222748e-05,0.0,-0.0005860458459511241,-0.0002342224617737207,-0.00010734503118906728,-0.00027851683767974217,-0.00016241175332142575,0.001044438141299033,0.0008061238828677061,0.0009884860980151563,0.0010921009929852985,-0.48803482953391697,-0.6786861185724579,-0.5488193538126804,0.0,0.0,6.631353278089099e-06,-2.4819521508210033e-05
0.0,0.0,0.0,0.0,0.0,0.00016361358138512129,0.0,1.6578383949907457e-05,0.0,0.0,-0.000585631413030481,-0.0002342224724360458,-0.00010775949567439848,-0.000280174688753436,-0.00016241176071476839,0.0009988476329819244,0.0008227023035141576,0.0010050645269631395,0.0010755226587502464,-0.488034851750343,-0.6786861494677527,-0.5488193787961526,0.0,0.0,6.631353579962983e-06,-2.481952263804961e-05
0.0,0.0,0.0,0.0,0.0,0.00017222472330118363,0.0,0.0003490184084208602,0.0004973512319997259,0.0,-0.0006160174908628182,-0.00024654982896111485,-0.00011343098273677958,-0.00029622937414720515,-0.0001709596496400799,0.0011386725574730565,0.0008507323705258469,0.00110158935157834,0.001153942112841469,-0.4880345708159992,-0.6786857586221813,-0.5488190627598529,0.0,0.0,7.416641178943281e-06,-2.6125798253532243e-05
0.0006631345482906404,3.315672741453202e-05,0.00024867545560899016,9.118100038996307e-05,0.00037301318341348525,0.00016361338160864888,0.0004061699108280173,0.0007543155486806035,0.0007874722760951356,0.0004890617293643474,-0.0005852162388664902,-0.00023422218644426622,-0.00010610152772650248,-0.00028058880574547725,-0.00016241156240575052,0.0010672321636552495,0.0007729662078512778,0.001005063299753002,0.00113769020941113,-0.488034255846994,-0.6786853207741708,-0.5488187086733025,0.0,0.0,7.460263668269705e-06,-2.4819492332761762e-05
9.947026691663927e-05,0.0008952324022497535,0.0,0.0,1.657837781943988e-05,0.0001636135208829783,0.0001243378336457991,8.28918890971994e-06,0.0,7.460270018747946e-05,-0.0005856311964717138,-0.00023422238582366682,-0.00010485823970795724,-0.00028224688237596396,-0.00016241170065704283,0.000984341183029243,0.000830991188199424,0.0009988472636212528,0.0010444378026247124,-0.4880346712814961,-0.6786858984985721,-0.5488191758499898,0.0,0.0,7.460270018747945e-06,-2.4819513460117713e-05
0.0,0.0,0.0,0.0,4.973515765886784e-05,0.0001636136004954499,4.14459647157232e-05,0.0,0.0,0.0,-0.0005864604007274833,-0.00023422249979360605,-3.315677177257857e-05,-0.0002830759390083895,-0.00016241177968472238,0.0010382214161288662,0.00075017196135459,0.0008848713466806904,0.0010900288720235203,-0.48803490875359606,-0.678686228739383,-0.5488194428991359,0.0,0.0,7.045814001672945e-06,-2.481952553700964e-05
0.0,0.0,0.0,0.0,0.0,0.00016361365034985855,0.0,0.0,0.0,0.0,-0.0005877039587471265,-0.00023422257116312664,-0.00010734508132264157,-0.0002843194045842939,-0.0001624118291729264,0.0008890162140427265,0.000752244488805384,0.0008786547197065643,0.0009304621913873758,-0.4880350574618435,-0.6786864355406544,-0.5488196101289304,0.0,0.0,6.631356375143882e-06,-2.481953309972304e-05
0.0,0.0,0.0,0.0,0.0,0.0001636136619814283,0.0,0.0,0.0,0.0,-0.000588118460330901,-0.00023422258781440338,-0.0001090029281656286,-0.00028597726400868343,-0.00016241184071905663,0.000891088576258941,0.0006610633856432609,0.0008745101841424956,0.0009242453604918319,-0.488035092157077,-0.6786864837896153,-0.5488196491454401,0.0,0.0,6.631356846578166e-06,-2.4819534864185417e-05
0.0,0.0,0.0,0.0,0.0,0.00016361365547706242,0.0,0.0,0.0002072298932172636,0.0,-0.0005885328967370285,-0.00023422257850302074,-0.00011190414233732234,-0.0002884640113584309,-0.00016241183426246846,0.0008496425621907808,0.0007377384198534584,0.0009076669322916145,0.0008910885408342335,-0.48803507275552604,-0.6786864568088292,-0.5488196273274344,0.0,0.0,6.631356582952435e-06,-2.4819533877499257e-05
0.0004537241092237362,0.0,0.0,0.0,0.00032284215463996614,0.00017222479097149832,0.0003926458637513102,0.00019196020005619608,0.0,0.00041882225466806415,-0.0006203804647270701,-0.00024654992583515354,-3.4901854555672024e-05,-0.00030277358827045475,-0.00017095971681332347,0.0009641637321004395,0.0007634780684053253,0.0009401687070934149,0.0010383301730312424,-0.4880347625739092,-0.6786860252905085,-0.5488192784011265,0.0,0.0,6.980370911134403e-06,-2.6125808518846974e-05
0.0,0.0,0.0,0.0,0.0,0.0001636136238701757,0.0,0.0,0.0,0.0,-0.0005897761621633484,-0.00023422253325590191,-0.00011356195954515634,-0.00028804949592658264,-0.00016241180288774956,0.0009283897422669714,0.0007750396509103734,0.0009594742202446602,0.000963618817308352,-0.4880349784769084,-0.6786863257001763,-0.5488195213064563,0.0,0.0,7.045815008276123e-06,-2.4819529082861585e-05
0.0,0.0,0.0,0.0,0.0,0.00016361357034533369,0.0,0.0,0.0,0.0,-0.0005901904287937436,-0.00023422245663194,-0.00011314746282351965,-0.0002901216995474863,-0.00016241174975607333,0.0009905583741692747,0.0009159556514284925,0.0010610165012022357,0.0010092090548544702,-0.4880348188203071,-0.6786861036735656,-0.5488193417646952,0.0,0.0,6.631353132513973e-06,-2.48195209633582e-05
0.0,0.0,0.0,0.0,0.0,0.00016361354571702168,0.0,0.0,0.0,0.0,-0.0005910192589707503,-0.00023422242137506168,-0.00011439082431691939,-0.00029468071046858584,-0.00016241172530866816,0.0010568717464063205,0.0009138832160101713,0.001061016341490267,0.0010879562095359183,-0.4880347453577345,-0.6786860015127665,-0.5488192591523914,0.0,0.0,6.631352134314168e-06,-2.4819517227342266e-05
0.0,0.0,0.0,0.0,0.0,0.00016361354054272422,0.0,0.0,0.0,0.0,-0.0005918481592702718,-0.0002342224139677503,-0.00011687757767102007,-0.0002955096201398486,-0.0001624117201723784,0.0010195703584067709,0.0009801967063544767,0.0010817392826998667,0.0010734500927941204,-0.48803472992357877,-0.6786859800492425,-0.5488192417959182,0.0,0.0,7.045811419884189e-06,-2.481951644242214e-05
0.0,0.0,0.0,0.0,0.0,0.0001636135473556552,0.0,0.0,8.289190250911172e-06,0.0,-0.0005906048053774209,-0.000234222423720862,-0.00011853542058802974,-0.0002979963895202566,-0.0001624117269352651,0.001081739327743908,0.0008579311909693062,0.0010527271618657186,0.0011066068984966412,-0.4880347502455333,-0.6786860083099886,-0.5488192646489634,0.0,0.0,7.045811713274496e-06,-2.4819517475916383e-05
0.00016578384003899965,8.289192001949983e-06,0.0,1.6578384003899967e-05,4.144596000974991e-05,0.00016361358191797825,0.00011604868802729974,8.289192001949982e-05,9.947030402339978e-05,0.000489062328115049,-0.0005901904705388388,-0.0002342224731988619,-0.00011853544562788473,-0.0002988253716702969,-0.00016241176124371124,0.0011024625362593477,0.0006071833141428362,0.0008392806901974356,0.00110867943026081,-0.48803485333977564,-0.6786861516780988,-0.5488193805835484,0.0,0.0,5.387974801267488e-06,-2.481952271888187e-05
0.0,0.0,0.0,0.0,0.0,0.00017222488883790395,0.0,0.0,0.0,0.0,-0.0006238710046959321,-0.0002465500659366739,-0.00012390165407947184,-0.0003158619632166817,-0.00017095981396085313,0.0008769095940131634,0.0007373020964588288,0.0009336251398946116,0.0008965418983567417,-0.48803503989872266,-0.6786864109525347,-0.5488195902666241,0.0,0.0,6.107828018002134e-06,-2.6125823364787325e-05
0.0,0.0,0.0,0.0,0.0,0.00016361365451660046,0.0,0.0,0.0,0.0,-0.0005935064106901796,-0.00023422257712806292,-3.3156782720121775e-05,-0.0003004833434011035,-0.00016241183330906157,0.0008973054323632953,0.0007004370349625723,0.0008807270410032344,0.0009304622150834171,-0.48803506989061163,-0.678686452824733,-0.5488196241056962,0.0,0.0,5.80243697602131e-06,-2.481953373180104e-05
0.0,0.0,0.0,0.0,0.0,0.00016361363601871792,0.0,0.0,0.0,0.0,-0.0005935063435893505,-0.00023422255064725522,-0.00011770656534872592,-0.0003013122289032526,-0.00016241181494705488,0.0008745100453725766,0.0007916180979438963,0.0009408236033155206,0.0009346067072583696,-0.4880350147141936,-0.6786863760935927,-0.5488195620570794,0.0,0.0,6.216896057151018e-06,-2.481953092574661e-05
0.0,0.0,0.0,0.0,0.0,0.00016361358835737064,0.0,0.0,0.0,0.0,-0.0005935061706984311,-0.00023422248241723116,-0.0001201932887587605,-0.0003033844392117679,-0.0001624117676358032,0.0009387510311675604,0.0009283895407573224,0.001013353762121274,0.0009801969928085123,-0.4880348725475205,-0.6786861783893681,-0.5488194021836095,0.0,0.0,5.802434629733266e-06,-2.481952369571181e-05
0.0,0.0,0.0,0.0,0.0,0.00016361352567046504,0.0,0.0,0.0,0.0,-0.0005922625649296533,-0.00023422239267723588,-0.00012185108053836115,-0.0003042132418882894,-0.00016241170540936317,0.0010423655358978853,0.0009988472928484707,0.0011190405355563779,0.0010775945897950306,-0.4880346855618532,-0.678685918357565,-0.5488191919089592,0.0,0.0,5.387972948975153e-06,-2.4819514186360205e-05
0.0,0.0,0.0,0.0,0.0,0.00016361360589352527,0.0,0.0,0.0,0.0,-0.0005930917746497733,-0.0002342225075212687,-0.00012268005960610264,-0.0003058712296935938,-0.00016241178504314632,0.0011273302774614839,0.0008827990775709414,0.0,0.0012102222096277693,-0.4880349248552479,-0.678686251131161,-0.5488194610062415,0.0,0.0,5.802435251639991e-06,-2.481952635587598e-05
0.0,0.0,0.0,0.0,0.0,0.0001636136264301367,0.0,0.0,0.0,0.0,-0.0005935063088068964,-0.0002342225369206368,-0.00012350899443048542,-0.00030794356665050563,-0.00016241180542890643,0.0011252581203985501,0.0008289194257079559,0.0,0.0011439088074769793,-0.48803498611288937,-0.6786863363191608,-0.5488195298934954,0.0,0.0,5.802435979955692e-06,-2.4819529471197382e-05
0.0,0.0,0.0,0.0,0.0,0.0001722248736980113,0.0,0.0,0.0,0.0,-0.000626052316810399,-0.00024655004426302635,-0.00013131829084315686,-0.00032764131702063385,-0.0001709597989321703,0.0010274238369954631,0.0009445318926094172,0.0,0.0010972275796363438,-0.48803499699668823,-0.678686351290778,-0.54881954202116,0.0,0.0,5.671554089571559e-06,-2.6125821068126468e-05
0.0,0.0,0.0,0.0,0.0,0.00016361363849761053,0.0,0.0,0.0,0.0,-0.0005947497318117698,-0.00023422255419593594,-0.00012516684251369652,-0.0003120881867973956,-0.00016241181740773885,0.0010423662547084328,0.0009138837342473537,0.0,0.001090029125202059,-0.4880350221083597,-0.6786863863762971,-0.5488195703721856,0.0,0.0,5.3879766644968695e-06,-2.481953130178466e-05
0.0,0.0,0.0,0.0,0.0,0.00016361364461553007,0.0,0.0,0.0,0.0,-0.0005951642138098572,-0.00023422256295409786,-3.315678071364108e-05,-0.00031167373870822604,-0.00016241182348071932,0.001042366293685091,0.0008724377925276807,0.0,0.0010962460623447578,-0.48803504035719897,-0.6786864117540635,-0.5488195908939099,0.0,0.0,4.559057348125647e-06,-2.481953222984846e-05
0.0,0.0,0.0,0.0,0.0,0.00016361365465697114,0.0,0.0,0.0,0.0,-0.0005955787101211579,-0.0002342225773290118,-3.315678274856829e-05,-0.0003125026774052561,-0.00016241183344840114,0.0009719081943174079,0.0009615466997084804,0.0,0.001027860265205617,-0.48803507030931637,-0.6786864534070052,-0.5488196245765504,0.0,0.0,4.5590576279281396e-06,-2.4819533753094705e-05
0.0,0.0,0.0,0.0,0.0,0.00016361362506562326,0.0,0.0,0.0,0.0,-0.0005959930621135264,-0.00023422253496725552,-0.00012848250991320803,-0.00031208816117627634,-0.000162411804074416,0.0010589445575104727,0.0009574019287080987,0.0,0.0011107520211851535,-0.48803498204274987,-0.6786863306590172,-0.5488195253164216,0.0,0.0,4.5590568033718985e-06,-2.4819529264206183e-05
0.0,0.0,0.0,0.0,0.0,0.00016361362490503113,0.0,0.0,0.0,0.0,-0.0005964075212375302,-0.0002342225347373584,-0.00013014034862306078,-0.00031416045941490473,-0.00016241180391500347,0.0010879567361004286,0.0009532573306784707,0.0,0.0010858844375554754,-0.48803498156372743,-0.6786863299928642,-0.5488195247777372,0.0,0.0,4.5590567988970345e-06,-2.4819529239844997e-05
0.0,0.0,0.0,0.0,0.0,0.00016616850268892804,0.0,0.0,0.0,0.0,-0.0006052996790742349,-0.0002378799926711695,-0.0001330143940107498,-0.00031990803622838557,-0.00016494791488929375,0.0010354918014760903,0.0009365728692212604,0.0,0.0010881082548031273,-0.5228126791416599,-0.6760902763120572,-0.5191965994960155,0.0,0.0,4.630247892779265e-06,-2.520709393012349e-05
0.0,0.0,0.0,0.0,0.0,0.00017491420328622574,0.0,0.0,0.0,0.0,-0.0006371575202364298,-0.0002503999778688699,-0.00013957205763176313,-0.0003376314536996937,-0.0001736293740974258,0.001058975294412425,0.0009526346790739388,0.0,0.0010744833008159544,-0.5228126489968452,-0.6760902373867208,-0.5191965696037023,0.0,0.0,4.873944869680617e-06,-2.653378155667998e-05
0.0013722356185694037,0.0,0.0,0.0,0.0,0.00016616832296251972,5.89303639876431e-05,3.3674493707224635e-05,8.418623426806157e-05,0.0005387918993155942,-0.0006052990243873628,-0.00023787973538223688,-3.3674493707224635e-05,-0.00032074955256131463,-0.0001649477364830626,0.001119676915765219,0.0007240016147053295,0.0,0.0011617700328992499,-0.52281211367201,-0.6760895450586903,-0.5191960379374859,0.0,0.0,4.630242884743387e-06,-2.5207066666349773e-05
0.0,0.0,0.0,0.0,0.0,0.0001661685541113378,0.0,8.418635137551143e-05,0.0,8.418635137551144e-06,-0.0006057207981468047,-0.00023788006628537592,-3.3674540550204576e-05,-0.0003249593163094741,-0.00016494796593398113,0.0009807709935247082,0.0007303165981825617,0.0,0.001012340875290525,-0.5228128409309724,-0.6760904855345673,-0.5191967601662981,0.0,0.0,4.630249325653129e-06,-2.5207101730696354e-05
0.0,0.0,0.0,0.0,0.0,0.0001661685420076106,0.0,0.0,0.0,0.0,-0.0006065626174785001,-0.000237880048958178,-0.00013133069857966138,-0.00032832674644915345,-0.00016494795391916166,0.0009534103598811955,0.0008608053801134856,0.0,0.001001817508396135,-0.5228128028492545,-0.6760904362880968,-0.5191967223479758,0.0,0.0,4.209317262168634e-06,-2.520709989460959e-05
0.0,0.0,0.0,0.0,0.0,0.0001661685109221015,0.0,0.0,0.0,0.0,-0.0006065625040075173,-0.00023788000445744192,-0.00013090974236387083,-0.00033169413820813574,-0.0001649479230619906,0.00104601514396855,0.0009028983838279838,0.0,0.0010565384351553563,-0.5228127050455309,-0.6760903098103943,-0.5191966252207202,0.0,0.0,4.209316474722535e-06,-2.5207095179062807e-05
0.0,0.0,0.0,0.0,0.0,0.00016616850355476737,0.0,0.0,0.0,0.0,-0.0006061415454858349,-0.00023787999391066948,-0.00013343532633264558,-0.0003350615765324476,-0.0001649479157487731,0.0010439104394478268,0.0009155262926608964,0.0,0.0010881082604728355,-0.5228126818658331,-0.6760902798349002,-0.5191966022013468,0.0,0.0,4.209316288096076e-06,-2.5207094061467837e-05
0.0,0.0,0.0,0.0,0.0,0.00016616848924483669,0.0,0.0,0.0,0.0,-0.000606141493286752,-0.0002378799734251614,-0.00013343531484159748,-0.000339270863603557,-0.00016494790154395576,0.0010754802189914246,0.0009407821093721464,0.0,0.0011133640623218464,-0.5228126368427807,-0.6760902216120431,-0.5191965574897003,0.0,0.0,4.630247518162689e-06,-2.5207091890708873e-05
0.0,0.0,0.0,0.0,0.0,0.0001749141370952663,0.0,0.00036333029824847673,0.0,0.0,-0.000638043450582691,-0.0002503998831126153,-0.0001382427476262497,-0.00035491166938662183,-0.0001736293083926709,0.0011919006125468323,0.0009548497472261798,0.0,0.0012096240417296849,-0.522812451154302,-0.6760899815409368,-0.5191963731295542,0.0,0.0,4.873943025284444e-06,-2.65337715157775e-05
2.5255897625026647e-05,0.0,0.0,0.0,0.0,0.0001661685028734724,0.0,5.8930427791728846e-05,0.0,0.0,-0.0006069834062548071,-0.00023787999293535563,-0.00013048880439597103,-0.000336745301667022,-0.00016494791507248256,0.0010923175722824024,0.000822921330948785,0.0,0.0011154688117720104,-0.5228126797222882,-0.6760902770629134,-0.5191966000726278,0.0,0.0,4.630247897921552e-06,-2.520709395811813e-05
0.0,0.0,0.0,0.0,0.0,0.00016616851347812052,0.0,0.0,1.6837266157882485e-05,0.0,-0.0006069834449916636,-0.0002521380607142902,-0.00013090974437753633,-0.00033884998142738506,-0.00016494792559923444,0.001056538451407126,0.000806084117308624,0.0,0.0011028409333413028,-0.5228127130874832,-0.6760903202100765,-0.5191966332070496,0.0,0.0,4.209316539470621e-06,-2.5207095566800622e-05
0.0,0.0,0.0,0.0,0.0,0.0001661685022323952,0.0,0.0,0.0,0.0,-0.0006069834039130684,-0.0002491915222722167,-0.00013133066714346556,-0.0003396918217460792,-0.00016494791443611437,0.0010165498754854784,0.0009660380804302995,0.0,0.0010733756449225551,-0.5228126777052796,-0.6760902744545607,-0.5191965980695701,0.0,0.0,3.7883846291384294e-06,-2.5207093860869294e-05
0.0,0.0,0.0,0.0,0.0,0.00016616847121178448,0.0,0.0,0.0,0.0,-0.000606983290600403,-0.00024582402337769443,-0.00013217250572019872,-0.00033884989523808907,-0.000164947883643365,0.0011280965456373648,0.000949200638213529,0.0,0.0011491431229813456,-0.5228125801057446,-0.6760901482409105,-0.5191965011450907,0.0,0.0,4.2093154687961376e-06,-2.5207089155167337e-05
0.0,0.0,0.0,0.0,0.0,0.0001661685006697743,0.0,0.0,0.0,0.0,-0.000607404329826599,-0.00024414034047084366,-3.367452972011637e-05,-0.00033632436557966223,-0.00016494791288497167,0.0010775849510437237,0.000886061063260562,0.0,0.0011007361902263036,-0.5228126727888363,-0.6760902680967203,-0.5191965931871317,0.0,0.0,4.209316215014546e-06,-2.520709362382598e-05
2.5255881162935215e-05,0.0,0.0,0.0,0.0,0.00016616839456288577,0.0,0.0010439097547346556,0.0,8.418627054311739e-06,-0.000608245804674023,-0.00023866807698973779,-0.0001321724447526943,-0.0003367450821724695,-0.00016494780755748942,0.0010691656358975906,0.0009849793653544732,0.0,0.0011028401441148376,-0.5228123389468279,-0.6760898363793105,-0.5191962616541709,0.0,0.0,3.788382174440282e-06,-2.5207077527837497e-05
0.0,0.0,0.0,0.0,0.0,0.00017491414817012664,0.0,0.0,0.0,0.0,-0.0006402589197691671,-0.00024103865214839237,-0.00013691349910634784,-0.000354468606100577,-0.00017362931938618104,0.0011520229698268752,0.0010501132455729592,0.0,0.0011719618289200327,-0.5228124842566857,-0.6760900243482378,-0.5191964060029824,0.0,0.0,3.98777181863149e-06,-2.6533773195789297e-05
0.0,0.0,0.0,0.0,0.0,0.00016616847081005914,0.0,0.0,9.260494008963531e-05,0.0,-0.0006082460837705591,-0.00025382172215477315,-0.00012880505303376546,-0.000335903373597859,-0.00016494788324459054,0.0010902127037825246,0.0010270729719032278,0.0,0.0011154685965342433,-0.5228125788418041,-0.6760901466064094,-0.5191964998898925,0.0,0.0,3.788383912757808e-06,-2.520708909422722e-05
0.0,0.0,0.0,0.0,0.0,0.00016616845938280178,0.0,2.5255891014893525e-05,0.0,0.0,-0.0006082460419420191,-0.00023787993067590066,-0.00013048877024361656,-0.00033800800808265834,-0.0001649478719012719,0.0011365150956702088,0.0010228635861031878,0.0,0.0011407244108393576,-0.5228125428884499,-0.6760901001122938,-0.5191964641852128,0.0,0.0,4.209315169148921e-06,-2.520708736075821e-05
0.0,0.0,0.0,0.0,0.0,0.00016616843230811144,0.0,0.0,8.418628966606667e-06,0.0,-0.0006090878057339923,-0.000262661223758128,-3.367451586642667e-05,-0.0003401126102509093,-0.00016494784502545822,0.00116177079739172,0.0011449335394585066,0.0,0.001142828882216855,-0.5228124577038862,-0.6760899899534214,-0.5191963795898357,0.0,0.0,4.209314483303333e-06,-2.5207083253636513e-05
0.0,0.0,0.0,0.0,8.418627318254344e-06,0.00016616839977263298,0.0,0.0,0.0,0.0,-0.0006095086178416145,-0.00026644955462274994,-0.00013259338026250591,-0.00034263813185295177,-0.00016494781272896855,0.0012417475294425155,0.0011196774333278277,0.0,0.0012417475294425155,-0.5228123553381527,-0.6760898575762244,-0.5191962779321236,0.0,0.0,3.7883822932144544e-06,-2.5207078318135212e-05
0.0,0.0,0.0,0.0,0.0,0.00016616841437209047,0.0,0.0,0.0,0.0,-0.0006090877399897862,-0.000267712372241537,-3.367451223163988e-05,-0.0003443218875685177,-0.00016494782722118595,0.001193340527208738,0.0011028402755862057,0.0,0.0012396429815272427,-0.5228124012721376,-0.67608991697708,-0.5191963235484021,0.0,0.0,3.7883826260594853e-06,-2.5207080532814227e-05
0.0,0.0,0.0,0.0,0.0,0.00016616846173479817,0.0,0.0,0.0,0.0,-0.000609087913597055,-0.0002677124485471507,-0.0001321724981820838,-0.0003468475748472518,-0.00016494787423599174,0.0011554570302860512,0.0009534098993070695,0.0,0.00115966634551478,-0.5228125502884896,-0.6760901096818683,-0.5191964715340696,0.0,0.0,3.7883837058559053e-06,-2.5207087717546606e-05
0.0,0.0,0.0,0.0,0.0,0.00017491411164437777,0.0,0.0,0.0003987770985900957,0.0,-0.0006407018717347537,-0.0002813593973385675,-0.00013912889884143339,-0.0003682041876981884,-0.0001736292831287314,0.0012118392940487909,0.0010478975979617514,0.0,0.0012096238657232903,-0.5228123750824553,-0.6760898831664369,-0.5191962975838652,0.0,0.0,4.430856651001064e-06,-2.653376765498001e-05
0.0,0.0,0.0,0.0,0.0,0.00016616846349677168,0.0,0.0,0.0,0.0,-0.0006086669885282055,-0.0002677124513858497,-0.00013301436263825236,-0.0003523196883804342,-0.00016494787598502272,0.0011238871779877652,0.0009470959365065437,0.0,0.0011849222494515201,-0.5228125558321521,-0.6760901168508152,-0.5191964770393889,0.0,0.0,3.7883837460261747e-06,-2.520708798483091e-05
0.0,0.0,0.0,0.0,0.0,0.00016616847100013856,0.0,0.0,0.0,0.0,-0.0006086670160126729,-0.0002685543265671406,-0.00013301436864453985,-0.00035189877274314964,-0.00016494788343327372,0.0011217825710053756,0.000940782006077679,0.0,0.0011533524369811365,-0.5228125794398472,-0.6760901473797861,-0.5191965004837992,0.0,0.0,3.788383917091324e-06,-2.52070891230615e-05
0.0,0.0,0.0,0.0,0.0,0.00016616846893333407,0.0,0.0,0.0,0.0,-0.0006099298030653924,-0.00026855432322686016,-3.367452328863451e-05,-0.0003544243576128781,-0.0001649478813816509,0.001132305845580335,0.0009660378868427022,0.0,0.0011386198186969542,-0.522812572937101,-0.6760901389705726,-0.5191964940260299,0.0,0.0,3.7883838699713815e-06,-2.520708880953557e-05
0.0,0.0,0.0,0.0,0.0,0.00016616846911041472,0.0,0.0,0.0,0.0,-0.0006107716667984889,-0.00026939618659616325,-0.00013469809329808163,-0.00035694994723991635,-0.00016494788155743082,0.0011280965313714337,0.0009618285724566142,0.0,0.0011365151622025637,-0.5228125734942464,-0.6760901396910611,-0.5191964945793216,0.0,0.0,3.788383874008546e-06,-2.520708883639799e-05
0.0,0.0,0.0,0.0,0.0,0.00016616846578088948,0.0,0.0,0.0,0.0,-0.0006103507230273067,-0.00027065897579762636,-0.00013469809059912975,-0.00035694994008769385,-0.00016494787825236255,0.0011112592474428204,0.0009744564991780793,0.0,0.0011596663737518827,-0.5228125630186269,-0.6760901261442119,-0.5191964841761576,0.0,0.0,3.788383798100524e-06,-2.5207088331322394e-05
0.0,0.0,0.0,0.0,0.0,0.00016616848302922872,0.0,0.0,0.0,0.0,-0.0006103507863819045,-0.00027065900389211354,-0.0001346981045808341,-0.0003577918402928406,-0.0001649478953740044,0.0011070500470237304,0.000896584258616177,0.0,0.0011365152574007878,-0.522812617286736,-0.6760901963225807,-0.5191965380689167,0.0,0.0,3.367452614520853e-06,-2.5207090947826128e-05
0.0,0.0,0.0,0.0,0.0,0.00017491415697183454,0.0,5.3170293590624076e-05,0.0,0.0,-0.0006433605524465513,-0.0002835748991499951,-0.00014178744957499753,-0.00037529365559382165,-0.00017362932812323614,0.0011852544612909952,0.0009061104199402187,0.0,0.0011963316057890419,-0.5228125105646934,-0.676090058369196,-0.5191964321290286,0.0,0.0,3.5446862393749386e-06,-2.6533774530973003e-05
0.0,0.0,0.0,0.0,0.0,0.00016616852172149737,0.0,3.3674533986309255e-05,0.0,0.0,-0.0006132974502256573,-0.0002685544085408163,-0.000134698135945237,-0.0003552663335555626,-0.0001649479337820597,0.0009870847774736899,0.0008860611755147623,0.0,0.0010460152119497312,-0.5228127390234569,-0.6760903537499281,-0.519196658963635,0.0,0.0,3.3674533986309253e-06,-2.5207096817287756e-05
0.0,0.0,0.0,0.0,0.0,0.00016068413848322537,0.0,0.0,0.0,0.0,-0.0005934626392854334,-0.0002609119010850225,-0.00013025243111888798,-0.0003451689424650532,-0.00015950383598393325,0.0010562658086047322,0.0008771687158162613,0.0,0.0010583010028409649,-0.5020573009324415,-0.6793434941710665,-0.5351890041271541,0.0,0.0,3.2563107779722e-06,-2.4375137924965566e-05
0.0,0.0,0.0,0.0,0.0,0.00016068413281588147,0.0,0.0,0.0,0.0,-0.000593055579521063,-0.0002617259695484169,-0.00013025242652487312,-0.00034354077495935285,-0.00015950383035821873,0.0010766177129946544,0.0008425703840827729,0.0,0.001099004848803617,-0.5020572832248357,-0.6793434702105609,-0.5351889852509902,0.0,0.0,3.256310663121828e-06,-2.4375137065252275e-05
0.0,0.0,0.00019537866255727262,5.6985443245871184e-05,0.0,0.00016068415154245135,0.0,0.0,0.0,0.0,-0.0005922415708767327,-0.0002617260000506798,-0.0001302524417048484,-0.0003427267372358824,-0.00015950384894723293,0.0010338787560322342,0.0007896554278356435,0.0,0.001054230700048617,-0.5020573417359695,-0.6793435493831136,-0.5351890476233835,0.0,0.0,2.8492721622935596e-06,-2.4375139905997655e-05
