,Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
3800,30/07/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.58,-6.51,-1.9863015497767291,-7.22,-3.9186391437308936,26.4,23.2,26.6,27.2,-11635.70968,-16799.65935,-12876.24129,0.0,0.0,0.19,-0.95
3801,31/07/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.4,0.0,-14.6,-6.54,-1.9863015497767291,-7.28,-3.9186391437308936,26.85,23.3,26.7,27.7,-11635.70968,-16799.65935,-12876.24129,0.0,0.0,0.2,-0.95
3802,01/08/2008,8.4,0.0,0.0,0.0,1.8,0.8,2.0,11.6,0.0,3.0,-14.61,-6.55,-1.9863015497767291,-7.31,-3.9186391437308936,26.2,23.1,26.35,27.0,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.19,-0.95
3803,02/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.64,-6.54,-1.9863015497767291,-7.35,-3.9186391437308936,26.4,22.3,25.6,26.95,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.19,-0.95
3804,03/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.63,-6.5,-1.9863015497767291,-7.38,-3.9186391437308936,26.3,22.3,25.7,26.4,-11194.73871,-15276.59329,-11093.5935,0.0,0.0,0.19,-0.95
3805,04/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.64,-6.49,-1.9863015497767291,-7.36,-3.9186391437308936,25.65,20.25,24.35,26.95,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.17,-0.95
3806,05/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.63,-6.51,-1.9863015497767291,-7.43,-3.9186391437308936,25.6,20.25,24.9,26.4,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.17,-0.95
3807,06/08/2008,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.64,-6.53,-1.9863015497767291,-7.46,-3.9186391437308936,25.9,22.7,26.95,26.65,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.16,-0.95
3808,07/08/2008,0.0,0.0,0.2,0.0,0.0,0.0,0.0,10.2,0.0,0.0,-14.65,-6.53,-1.9863015497767291,-7.47,-3.9186391437308936,26.75,22.05,26.0,27.2,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.15,-0.95
3809,08/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-6.54,-1.9863015497767291,-7.48,-3.9186391437308936,26.7,20.0,25.25,27.4,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.14,-0.95
3810,09/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.67,-6.54,-1.9863015497767291,-7.47,-3.9186391437308936,25.55,20.65,25.15,26.1,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.13,-0.95
3811,10/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.67,-6.52,-1.9863015497767291,-7.56,-3.9186391437308936,24.8,21.05,24.4,25.55,-11194.73871,-15276.59329,-11093.5935,0.0,0.0,0.14,-0.95
3812,11/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-6.49,-1.9863015497767291,-7.61,-3.9186391437308936,24.35,20.6,24.15,25.25,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.13,-0.95
3813,12/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-6.51,-1.9863015497767291,-7.62,-3.9186391437308936,24.4,20.35,24.55,25.55,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.12,-0.95
3814,13/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-14.68,-6.52,-1.9863015497767291,-7.62,-3.9186391437308936,25.75,20.0,24.7,27.65,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.12,-0.95
3815,14/08/2008,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.71,-6.53,-1.9863015497767291,-7.64,-3.9186391437308936,26.15,21.5,26.65,26.55,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.13,-0.95
3816,15/08/2008,0.0,0.0,10.4,2.4,0.6,1.2,0.0,1.2,4.6,0.0,-14.65,-6.51,-1.9863015497767291,-7.54,-3.9186391437308936,28.15,15.6,22.55,28.65,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.12,-0.95
3817,16/08/2008,10.4,0.6,0.0,1.0,2.8,0.6,6.0,3.6,0.8,24.2,-14.66,-6.48,-1.9863015497767291,-7.41,-3.9186391437308936,21.3,15.8,21.05,22.15,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.12,-0.95
3818,17/08/2008,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.68,-6.47,-1.9863015497767291,-7.46,-3.9186391437308936,22.2,16.3,21.3,23.2,-11194.73871,-15276.59329,-11093.5935,0.0,0.0,0.13,-0.95
3819,18/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.72,-6.46,-1.9863015497767291,-7.56,-3.9186391437308936,21.05,19.1,22.0,22.05,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.13,-0.95
3820,19/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.71,-6.48,-1.9863015497767291,-7.64,-3.9186391437308936,22.25,21.65,23.85,22.85,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.12,-0.95
3821,20/08/2008,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.71,-6.49,-1.9863015497767291,-7.67,-3.9186391437308936,23.9,21.85,23.75,24.75,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.12,-0.95
3822,21/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.73,-6.49,-1.9863015497767291,-7.75,-3.9186391437308936,23.9,21.8,23.95,24.25,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3823,22/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.72,-6.5,-1.9863015497767291,-7.78,-3.9186391437308936,22.45,20.7,22.7,23.65,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3824,23/08/2008,10.2,0.0,1.8,0.0,3.0,0.4,1.4,0.2,3.2,3.4,-14.68,-6.5,-1.9863015497767291,-7.82,-3.9186391437308936,25.05,17.2,21.45,25.95,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3825,24/08/2008,0.8,14.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,-14.69,-6.47,-1.9863015497767291,-7.78,-3.9186391437308936,21.25,18.95,22.4,21.9,-11194.73871,-15276.59329,-11093.5935,0.0,0.0,0.11,-0.95
3826,25/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.72,-6.47,-1.9863015497767291,-7.78,-3.9186391437308936,22.35,19.6,23.45,23.55,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3827,26/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,-14.75,-6.52,-1.9863015497767291,-7.88,-3.9186391437308936,24.05,20.9,25.0,24.05,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3828,27/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.76,-6.58,-1.9863015497767291,-7.87,-3.9186391437308936,23.4,21.4,24.1,25.05,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3829,28/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.76,-6.6,-1.9863015497767291,-7.91,-3.9186391437308936,23.3,21.15,23.15,24.35,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.1,-0.95
3830,29/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.76,-6.62,-1.9863015497767291,-7.98,-3.9186391437308936,23.25,22.6,24.05,23.85,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.11,-0.95
3831,30/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.78,-6.64,-1.9863015497767291,-8.0,-3.9186391437308936,23.8,22.6,23.8,24.45,-11783.93548,-16080.62452,-11677.46684,0.0,0.0,0.1,-0.95
3832,31/08/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.78,-6.6,-1.9863015497767291,-8.04,-3.9186391437308936,24.25,22.35,23.8,24.25,-11194.73871,-15276.59329,-11093.5935,0.0,0.0,0.1,-0.95
3833,01/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.79,-6.6,-1.9863015497767291,-8.05,-3.9186391437308936,24.5,21.6,23.5,24.55,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.09,-0.95
3834,02/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.81,-6.65,-1.9863015497767291,-8.02,-3.9186391437308936,23.25,20.75,23.25,24.05,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3835,03/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.81,-6.67,-1.9863015497767291,-8.03,-3.9186391437308936,23.1,19.5,23.2,23.95,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3836,04/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-14.82,-6.66,-1.9863015497767291,-8.04,-3.9186391437308936,23.1,20.4,23.6,23.65,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.09,-0.95
3837,05/09/2008,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.2,0.8,-14.83,-6.66,-1.9863015497767291,-8.07,-3.9186391437308936,26.1,22.1,26.05,26.9,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3838,06/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-14.83,-6.66,-1.9863015497767291,-8.11,-3.9186391437308936,27.25,21.9,25.5,27.75,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.09,-0.95
3839,07/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-14.84,-6.62,-1.9863015497767291,-8.14,-3.9186391437308936,26.65,18.5,22.45,26.8,-11187.89667,-16060.06667,-11902.66653,0.0,0.0,0.09,-0.95
3840,08/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.87,-6.6,-1.9863015497767291,-8.2,-3.9186391437308936,22.1,17.85,21.15,22.3,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3841,09/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.91,-6.61,-1.9863015497767291,-8.22,-3.9186391437308936,19.75,20.45,23.15,20.65,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.09,-0.95
3842,10/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.91,-6.61,-1.9863015497767291,-8.24,-3.9186391437308936,23.65,25.0,25.7,24.05,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3843,11/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.88,-6.64,-1.9863015497767291,-8.25,-3.9186391437308936,26.1,23.75,25.6,26.4,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3844,12/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.86,-6.65,-1.9863015497767291,-8.23,-3.9186391437308936,25.2,21.55,24.75,26.1,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3845,13/09/2008,3.2,2.0,19.0,12.4,8.0,8.2,8.0,14.6,16.2,8.4,-14.86,-6.65,-1.9863015497767291,-8.18,-3.9186391437308936,25.05,14.4,19.45,25.05,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.09,-0.95
3846,14/09/2008,11.2,15.8,25.8,16.4,13.0,23.0,7.4,13.8,7.2,11.4,-14.87,-6.6,-1.9863015497767291,-8.05,-3.9186391437308936,17.8,11.35,18.15,18.3,-11187.89667,-16060.06667,-11902.66653,0.0,0.0,0.09,-0.95
3847,15/09/2008,1.0,1.8,2.0,6.4,0.0,0.0,0.0,7.2,0.2,0.6,-14.88,-6.56,-1.9863015497767291,-8.0,-3.9186391437308936,16.7,10.5,15.5,17.5,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.09,-0.95
3848,16/09/2008,1.4,6.2,0.0,0.2,1.2,10.8,0.6,1.2,0.0,3.6,-14.9,-6.55,-1.9863015497767291,-8.07,-3.9186391437308936,14.5,11.8,16.05,14.2,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3849,17/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.94,-6.56,-1.9863015497767291,-8.14,-3.9186391437308936,15.5,14.05,16.75,16.55,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3850,18/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.97,-6.57,-1.9863015497767291,-8.2,-3.9186391437308936,17.7,14.5,18.95,18.2,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3851,19/09/2008,2.2,2.2,9.8,1.8,1.6,2.0,1.8,3.4,3.2,2.8,-14.96,-6.55,-1.9863015497767291,-8.22,-3.9186391437308936,19.3,11.55,15.6,20.1,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3852,20/09/2008,2.2,6.6,0.2,6.6,3.6,9.8,2.2,3.0,0.0,4.8,-14.97,-6.54,-1.9863015497767291,-8.25,-3.9186391437308936,14.8,11.2,17.05,14.9,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3853,21/09/2008,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,2.8,0.0,-14.95,-6.52,-1.9863015497767291,-8.25,-3.9186391437308936,15.55,11.0,15.65,15.55,-11187.89667,-16060.06667,-11902.66653,0.0,0.0,0.08,-0.95
3854,22/09/2008,4.0,0.0,0.0,0.0,0.6,0.4,1.4,0.0,0.8,2.0,-14.92,-6.52,-1.9863015497767291,-8.19,-3.9186391437308936,15.1,10.95,16.25,16.3,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3855,23/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-14.92,-6.54,-1.9863015497767291,-8.12,-3.9186391437308936,14.9,11.3,15.9,16.25,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3856,24/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-14.94,-6.53,-1.9863015497767291,-8.1,-3.9186391437308936,15.2,11.45,15.9,14.95,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3857,25/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-14.95,-6.53,-1.9863015497767291,-8.15,-3.9186391437308936,15.35,11.8,15.8,15.25,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3858,26/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,-14.98,-6.53,-1.9863015497767291,-8.16,-3.9186391437308936,15.7,11.05,15.0,16.3,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3859,27/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,-14.99,-6.55,-1.9863015497767291,-8.18,-3.9186391437308936,15.25,10.55,13.65,15.95,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.07,-0.95
3860,28/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,-14.98,-6.53,-1.9863015497767291,-8.19,-3.9186391437308936,13.45,10.65,12.5,13.95,-11187.89667,-16060.06667,-11902.66653,0.0,0.0,0.07,-0.95
3861,29/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.96,-6.53,-1.9863015497767291,-8.13,-3.9186391437308936,12.8,11.6,14.45,13.85,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.06,-0.95
3862,30/09/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.94,-6.53,-1.9863015497767291,-8.06,-3.9186391437308936,14.05,12.05,14.8,15.1,-11776.73333,-16905.33333,-12529.12267,0.0,0.0,0.08,-0.95
3863,01/10/2008,1.6,2.6,1.4,0.0,2.4,3.2,1.2,0.6,1.8,5.0,-14.92,-6.52,-1.9863015497767291,-8.04,-3.9186391437308936,15.2,13.75,17.35,15.95,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.08,-0.95
3864,02/10/2008,1.2,1.6,1.0,0.0,0.4,0.0,0.6,0.6,1.6,0.2,-14.9,-6.52,-1.9863015497767291,-8.01,-3.9186391437308936,17.15,11.65,16.7,17.45,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.07,-0.95
3865,03/10/2008,15.0,0.0,0.4,0.4,6.8,2.2,14.4,5.8,18.0,11.4,-14.87,-6.52,-1.9863015497767291,-7.99,-3.9186391437308936,18.3,10.5,15.45,18.2,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.08,-0.95
3866,04/10/2008,2.4,0.0,0.0,0.0,5.0,0.6,2.8,6.2,0.0,6.0,-14.91,-6.55,-1.9863015497767291,-8.01,-3.9186391437308936,15.75,10.55,15.1,14.55,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.07,-0.95
3867,05/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-14.96,-6.54,-1.9863015497767291,-8.14,-3.9186391437308936,11.85,11.3,12.85,13.35,-10480.21613,-15388.94581,-11368.6956,0.0,0.0,0.07,-0.95
3868,06/10/2008,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.97,-6.53,-1.9863015497767291,-8.17,-3.9186391437308936,13.7,10.3,12.8,13.7,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.1,-0.95
3869,07/10/2008,0.0,9.2,0.6,0.4,0.0,0.4,0.0,0.2,0.2,2.0,-14.97,-6.54,-1.9863015497767291,-8.11,-3.9186391437308936,15.65,13.5,17.25,15.6,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.1,-0.95
3870,08/10/2008,0.0,0.2,0.0,0.2,0.6,3.6,0.0,0.2,0.0,0.6,-14.96,-6.53,-1.9863015497767291,-8.05,-3.9186391437308936,15.55,14.2,17.9,16.05,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.09,-0.95
3871,09/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-15.0,-6.54,-1.9863015497767291,-8.04,-3.9186391437308936,17.15,15.7,19.65,17.1,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.09,-0.95
3872,10/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-15.05,-6.56,-1.9863015497767291,-8.07,-3.9186391437308936,18.0,16.15,19.7,18.45,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.09,-0.95
3873,11/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.05,-6.57,-1.9863015497767291,-8.16,-3.9186391437308936,18.1,16.95,20.25,18.0,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.09,-0.95
3874,12/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.02,-6.55,-1.9863015497767291,-8.23,-3.9186391437308936,17.7,17.05,18.2,17.9,-10480.21613,-15388.94581,-11368.6956,0.0,0.0,0.09,-0.95
3875,13/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.98,-6.54,-1.9863015497767291,-8.18,-3.9186391437308936,16.6,16.95,17.25,17.15,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.09,-0.95
3876,14/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.95,-6.54,-1.9863015497767291,-8.19,-3.9186391437308936,16.65,17.6,18.1,16.85,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.09,-0.95
3877,15/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.96,-6.54,-1.9863015497767291,-8.21,-3.9186391437308936,16.6,14.8,17.5,17.45,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.1,-0.95
3878,16/10/2008,0.6,0.0,0.6,0.0,2.6,0.8,2.0,0.4,17.2,3.0,-14.93,-6.55,-1.9863015497767291,-8.18,-3.9186391437308936,19.65,13.65,18.9,18.75,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.11,-0.95
3879,17/10/2008,19.4,1.2,0.0,0.0,15.4,14.6,26.0,9.2,3.2,29.4,-14.9,-6.55,-1.9863015497767291,-8.08,-3.9186391437308936,20.6,15.05,18.55,20.1,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3880,18/10/2008,0.4,1.4,0.0,0.0,2.8,1.0,3.0,0.0,0.0,0.6,-14.95,-6.56,-1.9863015497767291,-8.14,-3.9186391437308936,17.7,14.5,18.75,17.35,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3881,19/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-14.97,-6.55,-1.9863015497767291,-8.17,-3.9186391437308936,18.2,13.95,18.25,18.5,-10480.21613,-15388.94581,-11368.6956,0.0,0.0,0.2947991543340368,-0.95
3882,20/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-14.97,-6.54,-1.9863015497767291,-8.13,-3.9186391437308936,16.95,14.65,18.15,17.0,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3883,21/10/2008,2.2,0.0,8.8,0.0,5.2,1.6,5.2,1.8,7.0,6.6,-15.02,-6.55,-1.9863015497767291,-8.08,-3.9186391437308936,18.0,12.95,17.55,18.8,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3884,22/10/2008,6.8,0.0,0.0,3.4,0.8,1.6,2.8,1.0,0.0,0.8,-15.07,-6.56,-1.9863015497767291,-8.01,-3.9186391437308936,16.25,14.45,19.3,17.55,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3885,23/10/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-15.09,-6.57,-1.9863015497767291,-7.98,-3.9186391437308936,18.55,12.8,17.65,18.55,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3886,24/10/2008,0.0,0.2,2.6,0.0,0.0,0.0,0.8,1.0,1.4,0.0,-15.09,-6.57,-1.9863015497767291,-8.0,-3.9186391437308936,17.75,13.65,18.4,17.95,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3887,25/10/2008,3.0,1.2,0.4,1.0,0.2,0.2,0.8,3.6,10.4,1.6,-15.1,-6.59,-1.9863015497767291,-8.04,-3.9186391437308936,18.45,14.1,18.5,18.4,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3888,26/10/2008,3.2,0.2,0.0,0.0,0.0,0.0,1.2,0.6,0.0,0.8,-15.1,-6.59,-1.9863015497767291,-8.09,-3.9186391437308936,16.35,14.9,18.1,16.45,-10480.21613,-15388.94581,-11368.6956,0.0,0.0,0.2947991543340368,-0.95
3889,27/10/2008,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.2,5.4,0.0,-15.04,-6.57,-1.9863015497767291,-8.03,-3.9186391437308936,16.1,11.75,13.35,16.85,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3890,28/10/2008,6.8,33.6,48.0,2.4,12.2,20.8,8.6,3.2,50.0,10.4,-14.97,-6.55,-1.9863015497767291,-7.93,-3.9186391437308936,14.65,12.1,15.1,14.05,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3891,29/10/2008,43.8,40.4,80.2,68.6,50.8,48.8,53.2,34.2,51.4,51.2,-14.93,-6.54,-1.9863015497767291,-7.86,-3.9186391437308936,15.75,12.5,15.5,15.65,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3892,30/10/2008,70.4,35.6,28.6,91.4,47.2,54.4,52.4,37.6,19.8,71.4,-14.95,-6.47,-1.9863015497767291,-7.79,-3.9186391437308936,16.2,7.95,12.1,15.4,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3893,31/10/2008,41.2,53.2,43.6,37.6,39.8,39.8,41.0,6.4,56.4,48.0,-15.0,-6.1,-1.9863015497767291,-7.62,-3.9186391437308936,12.4,9.15,12.45,12.1,-11031.80645,-16198.89032,-11967.048,0.0,0.0,0.2947991543340368,-0.95
3894,01/11/2008,65.0,24.8,14.2,24.4,41.0,33.6,49.2,40.2,10.6,84.0,-14.98,-6.28,-1.9863015497767291,-7.57,-3.9186391437308936,14.6,11.25,16.1,14.0,-10133.33333,-15362.33333,-11879.95333,0.0,0.0,0.2947991543340368,-0.95
3895,02/11/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-15.02,-6.18,-1.9863015497767291,-7.46,-3.9186391437308936,15.8,12.4,17.25,15.3,-9626.666667,-14594.21667,-11285.95567,0.0,0.0,0.2947991543340368,-0.95
3896,03/11/2008,11.2,0.2,4.8,0.0,3.2,3.6,4.0,2.6,15.2,11.2,-15.0,-6.14,-1.9863015497767291,-7.33,-3.9186391437308936,17.25,11.75,14.6,18.05,-10133.33333,-15362.33333,-11879.95333,0.0,0.0,0.2947991543340368,-0.95
