Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.65,9.0,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.8,7.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.75,8.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.25,10.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.95,8.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.4,7.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.35,7.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.0,0.6,3.10585034013604,1.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,10.75,11.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
14.6,26.4,3.10585034013604,10.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,13.7,15.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
10.2,4.2,3.10585034013604,3.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,11.45,13.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
5.2,7.2,3.10585034013604,1.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.75,13.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,13.6,13.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.85,13.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.65,13.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.55,12.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.0,10.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,13.05,13.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,10.3,9.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,9.4,9.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
16.4,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.25,6.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,10.6,3.10585034013604,7.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,8.95,8.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.4,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,9.15,8.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.2,3.8,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,11.35,12.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4.4,5.6,3.10585034013604,1.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.7,9.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3.0,0.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.2,9.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
22.6,24.0,3.10585034013604,11.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,6.7,9.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
4.4,6.2,3.10585034013604,1.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.55,9.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.5,8.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,9.4,8.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,9.95,9.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,10.4,9.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,11.4,10.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.9,12.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.45,13.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.85,12.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.1,11.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.2,13.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,14.45,11.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,13.45,9.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,9.95,10.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,13.55,12.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.65,12.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,11.35,10.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,11.0,11.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,13.3,13.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,11.5,10.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
6.4,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,9.3,9.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
23.0,8.2,3.10585034013604,3.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,10.4,13.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.6,22.2,3.10585034013604,20.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.6,8.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,6.65,6.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,4.9,4.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
20.6,27.8,3.10585034013604,17.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,5.25,5.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,5.2,3.10585034013604,4.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.3,7.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.4,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,5.75,4.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,10.05,9.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,11.45,10.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,7.8,7.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,8.6,6.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,6.95,5.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,6.65,4.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
16.4,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,2.75,2.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.8,11.4,3.10585034013604,4.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,2.7,5.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,0.9,2.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,1.2,2.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
6.8,3.6,3.10585034013604,4.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,1.3,3.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,-0.9,1.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,-2.85,-1.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
3.0,2.2,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,-2.4,-2.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
20.6,10.4,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-8.0,0.0,0.0,1.9,1.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
9.4,17.8,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,9.9,11.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
14.2,19.2,3.10585034013604,1.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.05,13.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
6.2,6.8,3.10585034013604,0.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,12.8,14.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
7.2,13.2,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.9,0.0,0.0,10.45,11.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
3.4,2.4,3.10585034013604,7.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,5.75,6.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.0,3.8,3.10585034013604,1.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,6.4,6.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
1.0,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,8.0,5.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
0.8,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,9.8,10.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.0,1.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,12.05,14.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
18.2,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,10.7,13.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,22.0,3.10585034013604,0.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,7.15,8.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,17.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,5.3,7.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,1.8,2.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,0.2,2.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,29.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.8,0.0,0.0,3.55,5.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,47.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,5.45,7.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,4.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,6.15,7.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,8.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,7.55,9.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,37.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,5.05,6.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,12.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,2.75,5.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,3.85,4.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,3.2,2.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,3.9,5.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,4.15,4.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,5.45,5.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.7,0.0,0.0,3.3,4.1,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,1.4,3.10585034013604,1.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,1.6,2.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.6,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,5.25,5.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,5.35,4.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,3.45,2.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,5.1,4.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,2.3,2.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,1.75,2.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,1.45,1.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,4.4,5.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,1.9,4.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,10.6,3.10585034013604,5.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,3.3,4.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,0.75,0.65,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,3.1,3.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,5.6,3.10585034013604,5.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,4.1,6.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,5.4,3.10585034013604,1.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,0.45,1.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,0.6,0.95,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,1.5,1.2,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,3.9,3.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.2,3.10585034013604,0.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,5.65,4.45,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,1.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,6.3,6.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,22.8,3.10585034013604,2.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,4.5,6.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,4.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,4.75,4.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,3.6,3.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.6,0.0,0.0,2.7,3.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,9.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,1.65,4.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,4.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,0.55,3.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,3.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,-1.0,0.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,4.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,1.55,-1.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,15.4,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,2.0,3.25,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,4.25,5.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,2.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,3.45,5.4,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,6.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,7.4,8.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,8.0,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,11.25,11.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,2.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.5,0.0,0.0,9.15,10.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,29.8,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,7.15,7.7,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,7.4,6.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,4.6,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,7.1,9.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,4.2,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,10.65,12.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,3.0,3.10585034013604,0.4,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,9.1,10.6,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,1.2,3.10585034013604,3.8,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,9.5,10.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.2,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,11.75,13.75,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.6,3.10585034013604,0.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,10.35,9.05,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,10.8,12.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,10.5,11.15,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,5.2,3.10585034013604,6.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,10.05,10.85,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.4,0.0,0.0,6.35,7.35,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,25.8,3.10585034013604,15.2,3.222134387351791,8.734782608695737,2.391108247422662,-7.3,0.0,0.0,5.0,6.8,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,2.8,3.10585034013604,0.6,3.222134387351791,8.734782608695737,2.391108247422662,-7.3,0.0,0.0,2.35,4.3,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.3,0.0,0.0,3.15,4.5,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.3,0.0,0.0,3.75,3.55,-160.68437663964536,-147.77313359782198,-135.2146632948606
2.5886260694514336,0.0,3.10585034013604,0.0,3.222134387351791,8.734782608695737,2.391108247422662,-7.3,0.0,0.0,2.1,3.9,-160.68437663964536,-147.77313359782198,-135.2146632948606
