Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
40.0,3.840963172804528,53.4,67.8,38.2,-36.79,-50.67,-294.56,12.381622234826994,1.85,2.05,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.0,-36.79,-50.67,-294.58,12.381622234826994,0.15,0.25,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.0,-36.8,-50.68,-294.6,12.381622234826994,-2.5,-1.35,-0.311384495,-2.728724246,-4.783301075,-20.42969563
0.0,3.840963172804528,0.0,0.0,0.0,-36.81,-50.68,-294.64,12.381622234826994,-2.45,-2.65,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.0,-36.81,-50.69,-294.67,12.381622234826994,-1.05,-1.6,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.0,-36.82,-50.69,-294.7,12.381622234826994,-0.85,-1.45,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.6,3.840963172804528,1.4,2.4,1.2,-36.83,-50.7,-294.72,12.381622234826994,1.65,1.1,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.0,-36.84,-50.71,-294.77,12.381622234826994,1.35,0.85,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.4,-36.85,-50.72,-294.82,12.381622234826994,2.2,1.35,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,3.840963172804528,0.0,0.0,0.0,-36.86,-50.72,-294.86,12.381622234826994,4.75,4.35,-0.311384495,-2.728724246,-4.783301075,-20.42969563
0.0,3.840963172804528,0.0,0.0,0.0,-36.86,-50.73,-294.9,2.7,4.35,3.5,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,0.0,0.0,0.0,0.0,-36.87,-50.73,-294.94,7.05,7.6,4.65,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,0.0,0.2,0.0,0.0,-36.87,-50.74,-294.98,7.55,8.1,6.7,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,0.0,0.0,0.0,0.0,-36.88,-50.74,-295.02,6.85,5.8,5.55,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,0.0,0.0,0.0,0.0,-36.88,-50.74,-295.06,6.75,7.8,5.05,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,0.0,0.0,0.0,0.0,-36.89,-50.75,-295.09,6.35,5.95,4.6,-0.327773153,-2.872341311,-5.035053763,-21.50494277
0.0,0.0,0.0,0.0,0.0,-36.89,-50.75,-295.12,8.5,7.95,6.95,-0.311384495,-2.728724246,-4.783301075,-20.42969563
0.0,0.0,0.0,0.2,0.0,-36.89,-50.75,-295.15,9.25,8.6,8.05,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.2,0.2,0.0,-36.9,-50.76,-295.19,7.5,7.05,6.0,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.8,2.4,1.2,0.6,-36.9,-50.75,-295.22,5.5,5.4,5.25,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,5.0,3.2,6.4,0.0,-36.9,-50.76,-295.24,2.8,2.7,2.5,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,2.8,0.0,0.0,1.0,-36.91,-50.76,-295.28,5.4,4.85,4.45,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.0,0.0,0.0,-36.91,-50.77,-295.32,6.05,3.7,4.0,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,1.0,0.0,1.2,0.6,-36.91,-50.77,-295.35,5.6,5.8,5.05,-0.331142857,-2.851134852,0.0,-23.41193103
0.0,16.2,28.2,19.2,19.4,-38.114999999999995,-50.77,-295.37,6.55,6.8,5.4,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.0,0.0,0.0,-36.91,-50.77,-295.41,6.55,6.95,5.45,-0.348571429,-3.001194581,0.0,-24.64413793
24.8,44.7,41.2,49.0,31.4,-36.9,-50.76,-295.42,5.0,5.2,4.4,-0.348571429,-3.001194581,0.0,-24.64413793
4.4,20.5,8.0,10.0,6.4,-36.9,-50.76,-295.44,3.35,4.1,3.4,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.0,0.0,2.8,-36.9,-50.76,-295.46,6.9,7.25,5.25,-0.348571429,-3.001194581,0.0,-24.64413793
6.4,15.5,11.2,16.8,10.6,-36.9,-50.76,-295.47,7.3,7.6,6.7,-0.348571429,-3.001194581,0.0,-24.64413793
8.2,8.2,12.4,11.0,7.8,-36.9,-50.76,-295.49,8.15,8.85,7.3,-0.331142857,-2.851134852,0.0,-23.41193103
12.8,12.0,17.2,15.4,15.2,-36.9,-50.77,-295.49,5.45,5.45,4.55,-0.348571429,-3.001194581,0.0,-24.64413793
51.4,61.7,51.2,75.8,58.8,-36.88,-50.75,-295.52,7.15,8.25,6.6,-0.348571429,-3.001194581,0.0,-24.64413793
15.2,13.2,11.4,13.8,24.0,-36.87,-50.75,-295.55,5.55,5.65,5.05,-0.348571429,-3.001194581,0.0,-24.64413793
19.4,14.8,19.8,18.2,20.2,-36.87,-50.74,-295.58,4.85,4.9,5.1,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.0,0.0,0.0,-36.88,-50.75,-295.59,5.2,4.05,3.8,-0.348571429,-3.001194581,0.0,-24.64413793
0.6,2.3,0.2,1.6,0.2,-36.89,-50.76,-295.6,4.1,5.0,4.1,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.0,0.0,0.0,-36.9,-50.77,-295.63,6.65,6.2,5.5,-0.331142857,-2.851134852,0.0,-23.41193103
0.0,0.0,0.0,0.0,0.0,-36.91,-50.78,-295.66,8.6,7.75,8.6,-0.348571429,-3.001194581,0.0,-24.64413793
1.4,2.4,3.0,3.2,2.2,-36.92,-50.78,-295.68,8.0,8.2,7.3,-0.348571429,-3.001194581,0.0,-24.64413793
0.4,0.2,0.2,0.6,0.0,-36.93,-50.79,-295.66,7.35,7.05,6.45,-0.348571429,-3.001194581,0.0,-24.64413793
0.0,0.0,0.0,0.0,0.0,-36.93,-50.79,-295.68,7.05,6.45,5.5,-0.348571429,-3.001194581,0.0,-24.64413793
3.4,11.2,10.0,12.4,11.0,-36.94,-50.8,-295.68,5.7,5.95,5.45,-0.348571429,-3.001194581,0.0,-24.64413793
23.0,56.8,45.4,55.0,10.4,-36.93,-50.79,-295.7,5.0,5.65,4.65,-0.348571429,-3.001194581,0.0,-24.64413793
45.8,47.6,49.2,52.8,59.2,-36.88,-50.76,-295.71,6.35,7.1,5.5,-0.331142857,-2.851134852,0.0,-23.41193103
40.6,55.2,39.6,70.2,47.4,-36.82,-50.71,-295.67,5.0,5.4,4.4,-0.348571429,-3.001194581,0.0,-24.64413793
14.0,11.0,13.6,14.4,0.4,-36.79,-50.69,-295.66,6.5,5.5,5.25,-0.338895782,-2.858858561,-5.151645161,-21.64075963
1.0,0.0,1.0,0.0,10.0,-36.79,-50.69,-295.68,7.7,6.3,5.45,-0.338895782,-2.858858561,-5.151645161,-21.64075963
4.0,4.8,4.2,6.8,30.6,-36.8,-50.69,-295.65,3.25,3.3,2.6,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,1.6,0.0,0.0,5.2,-36.82,-50.71,-295.58,4.5,3.45,3.9,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.2,-36.84,-50.72,-295.59,4.45,4.05,4.15,-0.338895782,-2.858858561,-5.151645161,-21.64075963
27.2,24.1,16.0,29.6,20.0,-36.85,-50.73,-295.56,3.85,3.25,2.45,-0.321950993,-2.715915633,-4.894062903,-20.55872164
6.0,7.4,9.8,7.2,0.0,-36.86,-50.74,-295.54,3.45,2.3,2.35,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.8,0.4,0.8,0.2,0.0,-36.87,-50.75,-295.51,2.6,1.6,1.45,-0.338895782,-2.858858561,-5.151645161,-21.64075963
11.2,5.6,7.8,15.8,17.2,-36.88,-50.75,-295.51,1.35,2.4,1.25,-0.338895782,-2.858858561,-5.151645161,-21.64075963
2.8,18.8,0.6,6.6,25.2,-36.89,-50.76,-295.49,3.9,5.15,3.45,-0.338895782,-2.858858561,-5.151645161,-21.64075963
1.2,1.4,0.0,1.0,10.6,-36.9,-50.77,-295.48,5.35,6.2,4.7,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.2,-36.91,-50.78,-295.48,5.0,5.55,4.35,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.92,-50.79,-295.46,4.75,6.15,3.85,-0.321950993,-2.715915633,-4.894062903,-20.55872164
0.0,0.0,0.0,0.0,0.0,-36.93,-50.79,-295.44,4.1,4.2,2.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.94,-50.8,-295.46,4.4,3.45,2.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.95,-50.8,-295.47,5.05,3.5,3.2,-0.338895782,-2.858858561,-5.151645161,-21.64075963
3.2,4.4,4.4,4.4,5.4,-36.96,-50.81,-295.44,5.6,6.2,4.85,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.96,-50.81,-295.49,8.2,6.75,6.75,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.4,0.0,0.0,0.0,-36.97,-50.82,-295.49,8.3,7.05,5.85,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.97,-50.83,-295.5,7.65,5.5,5.6,-0.321950993,-2.715915633,-4.894062903,-20.55872164
0.2,0.0,0.0,0.0,0.0,-36.98,-50.83,-295.55,10.55,10.35,8.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.97,-50.83,-295.64,9.85,10.1,8.2,-0.338895782,-2.858858561,-5.151645161,-21.64075963
16.0,22.4,20.6,30.0,12.6,-36.97,-50.82,-295.72,3.8,5.55,3.5,-0.338895782,-2.858858561,-5.151645161,-21.64075963
3.0,1.2,2.0,1.2,4.6,-36.98,-50.83,-295.61,5.4,5.25,4.25,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.4,-36.99,-50.84,-295.51,7.2,5.4,5.2,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-36.99,-50.84,-295.52,7.35,7.0,6.35,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-37.0,-50.85,-295.53,9.5,8.05,7.35,-0.321950993,-2.715915633,-4.894062903,-20.55872164
0.2,2.8,3.6,5.4,1.8,-37.01,-50.85,-295.57,8.15,7.75,6.6,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,2.2,1.2,3.0,1.2,-37.02,-50.86,-295.57,10.25,10.75,8.65,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-37.02,-50.87,-295.55,11.45,11.0,9.95,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-37.03,-50.87,-295.59,13.7,13.25,12.55,-0.338895782,-2.858858561,-5.151645161,-21.64075963
0.0,0.0,0.0,0.0,0.0,-37.03,-50.87,-295.64,14.45,12.95,12.35,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.03,-50.88,-295.65,16.25,14.65,14.2,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.04,-50.88,-295.65,14.9,13.05,12.85,-0.341882716,-2.812856173,-5.134422778,-20.55586778
0.0,0.0,0.0,0.0,0.0,-37.04,-50.88,-295.69,14.9,13.75,13.8,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.04,-50.88,-295.73,16.25,13.35,14.0,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.05,-50.88,-295.77,17.15,14.6,14.4,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.4,0.0,0.2,0.0,-37.05,-50.88,-295.8,17.15,14.95,14.4,-0.359876543,-2.960901235,-5.404655556,-21.63775556
1.2,0.4,0.6,0.6,2.2,-37.05,-50.88,-295.86,11.15,9.95,9.65,-0.359876543,-2.960901235,-5.404655556,-21.63775556
2.8,3.6,4.2,4.0,6.0,-37.05,-50.89,-295.88,8.5,7.45,6.35,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.06,-50.89,-295.84,9.25,9.35,7.35,-0.341882716,-2.812856173,-5.134422778,-20.55586778
0.0,0.0,0.0,0.0,0.0,-37.06,-50.9,-295.81,11.85,9.3,9.05,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.07,-50.9,-295.82,13.25,12.35,12.45,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.07,-50.9,-295.86,14.5,12.55,12.55,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.07,-50.91,-295.89,12.05,11.0,10.45,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.08,-50.91,-295.88,12.8,11.65,10.4,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.08,-50.91,-295.9,12.35,11.75,11.75,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.09,-50.92,-295.93,14.65,13.45,13.0,-0.341882716,-2.812856173,-5.134422778,-20.55586778
0.0,0.0,0.0,0.0,0.0,-37.09,-50.92,-295.95,12.9,11.55,11.2,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.1,-50.93,-295.98,9.95,10.45,9.05,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.11,-50.93,-295.96,12.5,11.1,11.55,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.11,-50.94,-295.97,12.75,10.85,10.85,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.8,0.4,0.8,1.0,-37.11,-50.94,-296.04,11.75,10.9,10.2,-0.359876543,-2.960901235,-5.404655556,-21.63775556
12.8,11.6,17.2,14.0,15.0,-37.1,-50.93,-296.15,11.1,10.95,9.6,-0.359876543,-2.960901235,-5.404655556,-21.63775556
11.8,25.3,12.8,26.4,20.0,-37.1,-50.93,-296.22,8.2,8.35,7.0,-0.341882716,-2.812856173,-5.134422778,-20.55586778
31.6,20.6,26.2,20.2,22.6,-37.1,-50.93,-296.2,3.15,4.1,3.45,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.2,1.4,1.2,1.0,4.6,-37.11,-50.93,-296.17,8.15,6.15,5.6,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.0,0.0,-37.12,-50.94,-296.19,10.1,10.25,8.9,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.2,1.4,0.2,1.6,0.8,-37.12,-50.94,-296.18,8.6,8.95,7.1,-0.359876543,-2.960901235,-5.404655556,-21.63775556
7.2,11.8,21.4,15.0,18.2,-37.12,-50.95,-296.18,11.0,10.8,10.0,-0.359876543,-2.960901235,-5.404655556,-21.63775556
0.0,0.0,0.0,0.2,0.0,-37.12,-50.95,-296.2,12.0,10.05,9.8,-0.359876543,-2.960901235,-5.404655556,-21.63775556
9.2,7.4,11.4,10.2,10.4,-37.12,-50.95,-296.28,8.7,8.85,7.45,-0.33573257,-2.724404266,-4.969468783,-21.76851353
11.0,11.0,11.4,13.2,9.8,-37.12,-50.95,-296.3,8.3,9.45,7.6,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.6,0.0,0.4,0.0,2.2,-37.13,-50.95,-296.29,11.85,12.1,10.95,-0.353402706,-2.867793965,-5.231019771,-22.91422477
2.4,0.4,0.4,0.8,1.0,-37.13,-50.96,-296.28,11.55,10.7,10.45,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-37.14,-50.96,-296.28,10.15,9.65,9.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.2,0.0,-37.14,-50.96,-296.31,12.15,10.65,10.45,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-37.14,-50.96,-296.36,13.7,11.2,11.4,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.2,0.0,0.2,-37.14,-50.97,-296.38,13.45,10.95,12.0,-0.33573257,-2.724404266,-4.969468783,-21.76851353
0.0,0.0,0.0,0.0,0.0,-37.15,-50.97,-296.37,15.0,13.25,13.05,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-37.15,-50.97,-296.41,15.75,14.4,14.2,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.2,0.2,0.4,0.4,-37.15,-50.97,-296.5,15.0,13.85,13.25,-0.353402706,-2.867793965,-5.231019771,-22.91422477
4.2,8.5,8.8,10.4,17.2,-37.15,-50.97,-296.56,12.65,11.85,11.95,-0.353402706,-2.867793965,-5.231019771,-22.91422477
2.0,0.0,0.2,0.2,0.6,-37.15,-50.97,-296.56,11.7,11.2,10.65,-0.353402706,-2.867793965,-5.231019771,-22.91422477
3.4,2.8,2.4,4.8,3.2,-37.15,-50.97,-296.56,12.9,12.25,11.0,-0.353402706,-2.867793965,-5.231019771,-22.91422477
2.0,6.0,1.8,4.8,2.0,-38.114999999999995,-50.98,-296.53,11.65,11.45,10.45,-0.33573257,-2.724404266,-4.969468783,-21.76851353
9.2,3.6,7.6,3.6,4.6,-38.114999999999995,-50.98,-296.5,10.8,10.75,9.35,-0.353402706,-2.867793965,-5.231019771,-22.91422477
28.0,17.1,26.8,19.4,25.0,-38.114999999999995,-50.98,-296.53,11.0,10.55,10.05,-0.353402706,-2.867793965,-5.231019771,-22.91422477
9.6,0.0,4.4,0.2,1.0,-38.114999999999995,-50.98,-296.55,11.85,10.1,9.9,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.2,0.0,0.2,0.0,0.2,-38.114999999999995,-50.98,-296.62,11.55,8.8,9.3,-0.353402706,-2.867793965,-5.231019771,-22.91422477
8.4,20.9,10.4,16.4,13.6,-38.114999999999995,-50.98,-296.62,9.55,10.0,9.15,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.2,0.0,0.0,0.0,0.2,-38.114999999999995,-50.99,-296.58,15.1,13.55,14.75,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-50.99,-296.61,17.45,15.0,15.05,-0.33573257,-2.724404266,-4.969468783,-21.76851353
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-50.99,-296.69,12.55,11.5,11.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
2.0,3.0,3.2,4.2,4.0,-38.114999999999995,-50.99,-296.72,12.15,11.7,11.35,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.7,12.95,11.9,11.8,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.7,15.65,14.3,13.8,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.71,19.0,15.85,16.25,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.75,19.8,17.2,18.3,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,1.0,0.0,1.4,0.4,-38.114999999999995,-51.0,-296.81,16.25,15.35,14.75,-0.33573257,-2.724404266,-4.969468783,-21.76851353
1.2,0.2,0.4,0.6,1.4,-38.114999999999995,-51.01,-296.81,14.8,13.9,13.45,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.0,0.4,2.0,0.2,0.0,-38.114999999999995,-51.01,-296.81,14.3,12.25,12.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
0.2,0.0,0.0,0.2,0.2,-38.114999999999995,-51.01,-296.84,13.45,13.65,11.65,-0.345559524,-2.917571429,-5.32509127,-24.17625556
42.8,17.0,15.4,18.4,18.6,-38.114999999999995,-51.01,-296.88,12.5,11.75,11.35,-0.345559524,-2.917571429,-5.32509127,-24.17625556
3.2,3.0,6.4,3.4,4.6,-38.114999999999995,-51.01,-296.89,13.55,12.45,11.65,-0.345559524,-2.917571429,-5.32509127,-24.17625556
4.2,1.2,6.8,3.8,3.2,-38.114999999999995,-51.01,-296.9,14.2,13.4,13.35,-0.345559524,-2.917571429,-5.32509127,-24.17625556
19.8,9.1,9.2,9.4,13.0,-38.114999999999995,-51.01,-296.89,15.1,14.1,13.8,-0.328281548,-2.771692857,-5.058836706,-22.96744278
1.0,5.4,3.6,4.6,2.4,-38.114999999999995,-51.01,-296.89,15.9,14.35,14.05,-0.345559524,-2.917571429,-5.32509127,-24.17625556
14.6,3.2,18.4,5.4,7.2,-38.114999999999995,-51.01,-296.9,17.4,16.9,15.6,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.2,0.2,-38.114999999999995,-51.01,-296.94,18.55,16.7,15.9,-0.345559524,-2.917571429,-5.32509127,-24.17625556
3.4,0.8,2.6,1.6,1.2,-38.114999999999995,-51.01,-297.01,16.8,15.3,14.3,-0.345559524,-2.917571429,-5.32509127,-24.17625556
20.6,51.4,11.8,47.6,25.0,-38.114999999999995,-51.0,-297.02,16.1,15.5,14.45,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.4,0.2,1.8,1.4,2.0,-38.114999999999995,-51.01,-296.99,17.25,15.1,14.55,-0.345559524,-2.917571429,-5.32509127,-24.17625556
1.0,2.0,2.0,3.4,2.2,-38.114999999999995,-51.0,-297.01,16.8,15.8,14.45,-0.328281548,-2.771692857,-5.058836706,-22.96744278
0.0,0.0,0.2,0.0,0.2,-38.114999999999995,-51.0,-297.03,16.4,16.0,14.9,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.2,1.4,0.2,1.2,1.0,-38.114999999999995,-51.01,-297.02,17.0,14.9,14.95,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.2,0.2,0.2,-38.114999999999995,-51.01,-297.0,16.45,15.7,14.5,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.01,-297.02,20.3,18.5,18.6,-0.345559524,-2.917571429,-5.32509127,-24.17625556
4.4,1.2,1.8,1.4,3.6,-38.114999999999995,-51.02,-296.97,16.35,14.55,14.45,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.03,-296.97,15.35,15.2,14.45,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.2,-38.114999999999995,-51.03,-297.02,15.15,14.3,13.9,-0.328281548,-2.771692857,-5.058836706,-22.96744278
5.2,12.2,11.6,12.6,14.8,-38.114999999999995,-51.03,-297.03,13.75,13.85,13.1,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.4,1.4,-38.114999999999995,-51.04,-297.01,17.7,16.2,15.95,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.04,20.6,18.25,18.7,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.07,23.05,20.65,20.25,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.13,24.7,21.75,22.0,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.18,23.9,22.3,22.05,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,2.4,0.0,0.0,0.0,-38.114999999999995,-51.05,-297.2,23.45,21.35,20.85,-0.328281548,-2.771692857,-5.058836706,-22.96744278
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.05,-297.22,20.3,18.8,18.85,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,2.0,4.2,5.2,11.4,-38.114999999999995,-51.05,-297.23,20.0,18.15,18.3,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.2,0.0,0.2,-38.114999999999995,-51.05,-297.26,20.65,19.3,18.95,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.06,-297.27,21.3,19.25,19.5,-0.345559524,-2.917571429,-5.32509127,-24.17625556
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.06,-297.28,21.65,19.55,20.15,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.06,-297.32,22.2,20.2,20.75,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.0,-37.27,-51.06,-297.35,21.9,21.0,20.9,-0.336275922,-2.670047235,-4.815031818,-21.42398283
0.0,0.0,0.0,0.0,0.0,-37.27,-51.06,-297.36,23.0,20.6,20.65,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.2,-37.27,-51.06,-297.4,23.65,21.8,21.4,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,12.0,-37.27,-51.07,-297.43,21.2,21.4,21.1,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,19.4,0.2,17.6,12.8,-37.28,-51.07,-297.43,23.25,22.0,21.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.2,-37.28,-51.07,-297.43,23.6,21.25,20.55,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.0,-37.29,-51.07,-297.47,23.05,20.95,20.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.0,-37.29,-51.07,-297.51,24.8,22.45,22.0,-0.336275922,-2.670047235,-4.815031818,-21.42398283
0.0,0.0,0.6,0.0,0.0,-37.29,-51.08,-297.54,25.15,22.95,22.55,-0.353974654,-2.810576037,-5.068454545,-22.55156087
0.0,0.0,0.0,0.0,0.0,-37.29,-51.08,-297.58,24.2,21.95,21.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
