,Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2045,19/10/2011,3.7,-26.59,-25.99,12.6,11.7,-32139.936,2.0
2046,20/10/2011,3.7,-26.55,-25.95,14.3,13.5,-32433.696,2.0
2047,21/10/2011,0.0,-26.56,-25.95,11.3,11.2,-31700.16,2.0
2048,22/10/2011,0.0,-26.66,-26.0,11.5,11.3,-34605.792,2.0
2049,23/10/2011,0.0,-26.66,-26.01,9.6,9.4,-34261.92,1.9
2050,24/10/2011,0.0,-26.76,-25.99,12.3,13.0,-33107.616,1.9
2051,25/10/2011,0.0,-26.79,-26.01,15.0,14.8,-32096.736,1.9
2052,26/10/2011,0.0,-26.8,-26.02,14.5,13.6,-33356.448,2.0
2053,27/10/2011,0.0,-26.9,-26.07,12.4,12.1,-33926.688,2.1
2054,28/10/2011,0.0,-27.02,-26.15,12.2,11.8,-34834.752,2.0
2055,29/10/2011,0.0,-26.95,-26.15,11.9,12.2,-34504.704,2.0
2056,30/10/2011,0.0,-26.94,-26.11,11.4,11.6,-33778.08,1.9
2057,31/10/2011,0.0,-26.96,-26.14,11.2,11.9,-34343.136,2.0
2058,01/11/2011,0.0,-27.06,-26.19,10.7,10.9,-35870.688,1.9
2059,02/11/2011,0.0,-27.08,-26.19,10.0,10.1,-34284.384,1.9
2060,03/11/2011,0.0,-27.13,-26.23,10.3,10.3,-35652.96,1.9
2061,04/11/2011,0.0,-27.15,-26.24,14.4,14.0,-36497.088,2.0
2062,05/11/2011,1.6,-27.16,-26.26,14.1,13.6,-36865.152,2.0
2063,06/11/2011,0.0,-27.13,-26.25,12.8,12.4,-35209.728,2.0
2064,07/11/2011,1.6,-27.14,-26.29,13.1,12.4,-33683.04,2.0
2065,08/11/2011,0.0,-27.23,-26.34,13.1,12.7,-36397.728,2.0
2066,09/11/2011,0.0,-27.15,-26.34,12.5,13.7,-35278.848,2.0
2067,10/11/2011,0.0,-27.29,-26.37,11.2,13.0,-38115.36,2.0
2068,11/11/2011,0.0,-27.29,-26.45,10.4,10.3,-38382.336,2.0
2069,12/11/2011,0.0,-27.39,-26.53,10.8,10.2,-39510.72,2.0
2070,13/11/2011,0.0,-27.43,-26.58,9.7,9.3,-40474.944,2.0
2071,14/11/2011,0.0,-27.31,-26.54,5.7,6.9,-37683.36,2.0
2072,15/11/2011,0.0,-27.38,-26.54,4.4,5.2,-38090.304,2.0
2073,16/11/2011,0.0,-27.45,-26.57,4.4,5.8,-39134.016,2.0
2074,17/11/2011,0.0,-27.42,-26.62,4.8,5.6,-37765.44,2.0
2075,18/11/2011,0.0,-27.48,-26.66,2.7,3.1,-38594.88,2.0
2076,19/11/2011,0.0,-27.59,-26.69,1.9,2.7,-40937.184,2.0
2077,20/11/2011,0.0,-27.5,-26.67,2.3,2.9,-37755.936,2.0
2078,21/11/2011,0.0,-27.49,-26.67,4.5,6.0,-38394.432,2.0
2079,22/11/2011,0.0,-27.57,-26.67,7.6,8.6,-39433.824,2.0
2080,23/11/2011,0.0,-27.56,-26.71,11.8,11.9,-39356.928,2.0
2081,24/11/2011,0.0,-27.57,-26.77,10.2,10.4,-37813.824,2.0
2082,25/11/2011,0.0,-27.63,-26.79,8.6,10.4,-39212.64,2.0
2083,26/11/2011,0.0,-27.63,-26.81,5.5,6.0,-38243.232,2.0
2084,27/11/2011,0.0,-27.64,-26.83,4.5,5.2,-38069.568,2.0
2085,28/11/2011,0.0,-27.62,-26.81,2.4,2.7,-36322.56,2.0
2086,29/11/2011,0.0,-27.63,-26.82,1.6,1.7,-36489.312,2.0
2087,30/11/2011,0.1,-27.66,-26.89,1.5,1.5,-38520.576,2.0
2088,01/12/2011,0.0,-27.69,-26.89,3.3,3.0,-38129.184,2.0
2089,02/12/2011,0.0,-27.62,-26.83,10.6,10.6,-37873.44,2.0
2090,03/12/2011,0.0,-27.66,-26.84,12.6,12.3,-38474.784,2.0
2091,04/12/2011,0.0,-27.66,-26.85,13.4,13.2,-38611.296,2.0
2092,05/12/2011,1.9,-27.65,-26.81,13.7,13.2,-37031.904,2.0
2093,06/12/2011,0.0,-27.72,-26.89,9.0,8.7,-38023.776,2.0
2094,07/12/2011,0.2,-27.78,-26.95,8.4,8.1,-38408.256,2.1
2095,08/12/2011,0.0,-27.77,-26.98,11.4,11.3,-36578.304,2.0
2096,09/12/2011,0.0,-27.78,-26.98,9.2,8.8,-37215.072,2.0
2097,10/12/2011,0.1,-27.79,-26.97,13.1,12.3,-37857.024,2.0
2098,11/12/2011,0.1,-27.78,-26.98,10.6,10.2,-36311.328,2.0
2099,12/12/2011,0.0,-27.45,-26.87,10.5,9.8,-32184.864,2.1
2100,13/12/2011,0.0,-27.68,-26.93,8.7,8.7,-34972.992,2.2
2101,14/12/2011,2.4,-27.69,-26.96,10.7,10.3,-36949.824,2.1
2102,15/12/2011,0.0,-27.85,-27.01,12.4,12.3,-38686.464,2.0
2103,16/12/2011,5.6,-27.98,-27.06,11.7,11.4,-40285.728,2.0
2104,17/12/2011,0.0,-27.92,-27.04,7.0,6.8,-39566.88,2.1
2105,18/12/2011,0.1,-27.92,-27.11,2.0,2.5,-37481.184,2.1
2106,19/12/2011,0.9,-27.88,-27.12,3.1,2.7,-36576.576,2.0
2107,20/12/2011,0.0,-27.86,-27.11,1.9,2.3,0.0,2.0
2108,21/12/2011,0.0,-27.73,-27.1,2.9,3.8,-35269.344,2.0
2109,22/12/2011,0.0,-27.82,-27.15,1.7,1.6,-35595.936,2.0
2110,23/12/2011,0.0,-27.91,-27.18,4.8,4.9,-37425.888,2.0
2111,24/12/2011,7.9,-28.04,-27.17,1.6,1.7,-38258.784,2.0
2112,25/12/2011,0.0,-27.84,-27.21,7.5,7.3,-31872.096,2.1
2113,26/12/2011,0.0,-27.7,-27.13,7.8,7.1,-32191.776,2.2
2114,27/12/2011,0.0,-27.74,-27.14,6.7,8.0,-34039.008,2.1
2115,28/12/2011,0.0,-27.78,-27.16,1.7,2.2,-35237.376,2.0
2116,29/12/2011,0.0,-27.85,-27.13,1.9,2.6,-35744.544,2.0
2117,30/12/2011,1.0,-27.9,-27.1,3.9,4.0,-36183.456,2.0
2118,31/12/2011,0.0,-28.12,-27.23,1.7,2.0,-39660.192,2.0
2119,01/01/2012,0.0,-27.97,-27.27,1.5,2.2,-35187.264,2.0
2120,02/01/2012,0.0,-27.82,-27.19,7.8,7.5,-34725.024,2.0
2121,03/01/2012,8.3,-27.83,-27.2,10.7,10.1,-35046.432,2.1
2122,04/01/2012,2.9,-27.86,-27.22,7.4,6.9,-35601.984,2.1
2123,05/01/2012,0.0,-27.82,-27.16,7.6,7.5,-35557.92,2.1
2124,06/01/2012,0.0,-28.04,-27.2,5.6,5.6,-37875.168,2.2
2125,07/01/2012,0.0,-28.13,-27.32,2.9,3.2,-35643.456,2.1
2126,08/01/2012,0.0,-28.12,-27.33,3.6,3.6,-36249.984,2.1
2127,09/01/2012,0.0,-28.12,-27.37,2.0,2.6,-34983.36,2.1
2128,10/01/2012,0.0,-28.22,-27.43,1.5,2.2,-36922.176,2.0
2129,11/01/2012,0.0,-28.25,-27.45,4.6,4.9,-37143.36,2.0
2130,12/01/2012,0.0,-28.29,-27.46,2.9,3.3,-37680.768,2.0
2131,13/01/2012,0.0,-28.19,-27.38,4.0,3.8,-36456.48,2.0
2132,14/01/2012,0.0,-28.26,-27.4,6.4,6.5,-37016.352,2.0
2133,15/01/2012,0.0,-28.29,-27.46,0.6,2.0,-37025.856,2.0
2134,16/01/2012,0.0,-28.3,-27.49,-0.7,0.6,-36344.16,2.0
2135,17/01/2012,0.0,-28.35,-27.54,-0.7,0.0,-36747.648,2.0
2136,18/01/2012,0.0,-28.4,-27.58,0.8,0.9,-37555.488,2.0
2137,19/01/2012,0.0,-28.39,-27.59,2.5,1.4,-37421.568,2.0
2138,20/01/2012,0.0,-28.28,-27.45,8.9,7.9,-36763.2,2.0
2139,21/01/2012,0.0,-28.42,-27.52,4.4,4.5,-38413.44,2.0
2140,22/01/2012,0.0,-28.43,-27.53,9.1,8.4,-37418.112,2.0
2141,23/01/2012,0.0,-28.44,-27.55,9.0,8.4,-36655.2,2.0
2142,24/01/2012,0.0,-28.44,-27.55,7.4,6.8,-36512.64,2.0
2143,25/01/2012,0.0,-28.51,-27.63,3.5,2.6,-36475.488,2.0
2144,26/01/2012,0.0,-28.53,-27.65,1.7,1.8,-37228.032,1.9
2145,27/01/2012,0.0,-28.58,-27.71,1.5,2.3,-37997.856,1.9
2146,28/01/2012,0.0,-28.58,-27.7,1.6,2.3,-37860.48,2.0
2147,29/01/2012,0.0,-28.52,-27.66,3.8,3.9,-36635.328,2.0
2148,30/01/2012,0.0,-28.57,-27.69,4.6,3.7,-37068.192,2.0
2149,31/01/2012,0.0,-28.58,-27.69,2.4,2.8,-36648.288,2.0
2150,01/02/2012,0.0,-28.53,-27.63,2.5,2.0,-35874.144,2.0
2151,02/02/2012,0.0,-28.57,-27.7,2.4,1.6,-37097.568,2.0
2152,03/02/2012,0.0,-28.65,-27.75,-0.3,-0.9,-38098.08,2.0
2153,04/02/2012,0.0,-28.73,-27.82,-1.6,-2.1,-40004.928,2.0
2154,05/02/2012,0.0,-28.75,-27.87,-0.9,-1.2,-39399.264,2.0
2155,06/02/2012,0.0,-28.74,-27.84,-1.4,-1.8,-39794.976,2.0
2156,07/02/2012,0.0,-28.57,-27.78,-0.2,-0.6,-36197.28,2.0
2157,08/02/2012,0.0,-28.75,-27.91,2.3,1.9,-40048.128,2.0
2158,09/02/2012,0.0,-28.84,-27.95,2.3,1.8,-41249.088,2.0
2159,10/02/2012,0.0,-28.77,-27.93,0.0,-0.3,-38946.528,2.0
2160,11/02/2012,0.0,-28.68,-27.9,-0.3,-1.0,-36277.632,2.0
2161,12/02/2012,0.0,-28.71,-27.91,-1.5,-1.3,-37918.368,2.0
2162,13/02/2012,0.0,-28.85,-28.0,-1.3,-1.0,-40738.464,2.0
2163,14/02/2012,0.0,-28.9,-28.02,-1.7,-1.5,-40449.024,2.0
2164,15/02/2012,0.0,-28.95,-28.06,-1.1,-1.6,-41180.832,2.0
2165,16/02/2012,0.0,-28.99,-28.08,2.5,2.6,-41299.2,2.0
2166,17/02/2012,0.0,-29.09,-28.18,3.0,2.7,-41815.872,2.0
2167,18/02/2012,0.0,-29.09,-28.18,7.7,6.7,-41674.176,2.0
2168,19/02/2012,0.9,-29.07,-28.16,8.3,7.3,-40114.656,2.0
2169,20/02/2012,0.0,-29.02,-28.17,7.9,7.0,-38385.792,2.1
2170,21/02/2012,0.0,-29.09,-28.21,7.4,6.3,-39112.416,2.2
2171,22/02/2012,0.0,-29.15,-28.23,7.3,6.2,-40887.936,2.2
2172,23/02/2012,0.0,-29.15,-28.24,9.5,8.4,-39788.928,2.2
2173,24/02/2012,0.0,-29.17,-28.27,8.6,8.6,-39917.664,2.1
2174,25/02/2012,0.0,-29.23,-28.28,8.6,7.9,-40772.16,2.2
2175,26/02/2012,0.0,-29.16,-28.25,7.0,6.0,-38154.24,2.2
2176,27/02/2012,0.0,-29.05,-28.26,6.9,6.1,-34972.128,2.2
2177,28/02/2012,0.0,-28.89,-28.21,6.5,6.4,-33143.904,2.2
2178,29/02/2012,0.0,-28.85,-28.16,8.8,7.7,-32987.52,2.1
2179,01/03/2012,0.0,-28.95,-28.21,10.7,10.7,-33630.336,2.1
2180,02/03/2012,0.0,-29.09,-28.24,11.7,11.2,-34384.608,2.1
2181,03/03/2012,0.0,-29.15,-28.27,11.0,9.9,-35474.976,2.2
2182,04/03/2012,0.0,-29.12,-28.23,9.8,8.9,-34069.248,2.1
2183,05/03/2012,0.0,-29.1,-28.2,11.3,10.8,-33351.264,2.1
2184,06/03/2012,0.0,-29.09,-28.21,9.5,8.8,-32654.016,2.1
2185,07/03/2012,0.0,-29.15,-28.29,8.3,7.8,-34079.616,2.2
2186,08/03/2012,0.0,-29.12,-28.24,6.9,6.8,-34014.816,2.1
2187,09/03/2012,0.0,-29.25,-28.32,9.4,8.9,-36402.912,2.1
2188,10/03/2012,0.0,-29.23,-28.35,9.0,8.2,-36243.936,2.1
2189,11/03/2012,0.0,-29.09,-28.24,10.2,9.6,-33060.096,2.1
2190,12/03/2012,0.0,-29.14,-28.27,11.4,10.6,-33344.352,2.1
2191,13/03/2012,0.0,-29.17,-28.31,11.3,10.1,-33127.488,2.1
2192,14/03/2012,0.0,-29.17,-28.31,10.9,10.6,-33452.352,2.1
2193,15/03/2012,0.0,-29.22,-28.34,11.3,10.8,-34191.936,2.1
2194,16/03/2012,0.0,-29.24,-28.37,12.4,11.2,-34261.92,2.0
2195,17/03/2012,0.0,-29.3,-28.38,11.8,11.2,-35316.864,2.0
2196,18/03/2012,0.0,-29.32,-28.37,13.4,12.4,-36214.56,2.1
2197,19/03/2012,0.0,-29.25,-28.36,13.9,12.7,-33141.312,2.1
2198,20/03/2012,0.0,-29.27,-28.41,15.0,14.6,-33792.768,2.0
2199,21/03/2012,0.0,-29.23,-28.41,14.2,14.6,-34686.144,2.0
2200,22/03/2012,0.0,-29.26,-28.43,13.9,13.3,-34693.056,2.0
2201,23/03/2012,0.0,-29.31,-28.44,13.6,12.9,-35703.936,2.0
2202,24/03/2012,0.0,-29.45,-28.48,13.6,12.9,-37501.056,2.0
2203,25/03/2012,0.0,-29.54,-28.52,13.3,12.9,-38247.552,2.0
2204,26/03/2012,0.0,-29.49,-28.55,13.6,13.3,-35805.888,2.0
2205,27/03/2012,0.0,-29.52,-28.56,15.3,13.9,-36148.896,2.0
2206,28/03/2012,0.0,-29.55,-28.57,14.2,13.9,-37101.024,2.0
2207,29/03/2012,0.0,-29.56,-28.57,14.4,13.9,-36926.496,2.0
2208,30/03/2012,0.0,-29.6,-28.58,14.3,13.4,-38272.608,2.0
2209,31/03/2012,0.0,-29.67,-28.63,14.6,13.8,-40073.184,2.0
2210,01/04/2012,0.0,-29.68,-28.66,13.7,13.0,-38161.152,2.0
2211,02/04/2012,0.0,-29.62,-28.66,15.3,14.9,-35161.344,2.0
2212,03/04/2012,5.1,-29.58,-28.64,13.9,13.2,-34283.52,2.0
2213,04/04/2012,0.1,-29.6,-28.64,15.6,15.1,-35694.432,2.0
2214,05/04/2012,0.0,-29.57,-28.65,14.4,13.7,-33779.808,2.0
2215,06/04/2012,0.0,-29.6,-28.67,14.2,13.6,-35235.648,2.0
2216,07/04/2012,0.0,-29.58,-28.64,12.4,11.8,-34428.672,2.0
2217,08/04/2012,0.0,-29.53,-28.61,8.9,8.1,-32360.256,2.0
2218,09/04/2012,0.0,-29.54,-28.64,7.8,6.9,-32073.408,2.1
2219,10/04/2012,0.0,-29.56,-28.65,10.0,9.5,-34071.84,2.0
2220,11/04/2012,0.0,-29.57,-28.61,10.5,9.7,-33870.528,2.0
2221,12/04/2012,0.0,-29.6,-28.66,12.4,11.2,-34479.648,2.1
2222,13/04/2012,0.0,-29.57,-28.6,11.9,11.2,-33834.24,2.0
2223,14/04/2012,0.0,-29.6,-28.61,10.8,10.4,-34798.464,2.1
2224,15/04/2012,0.0,-29.62,-28.69,11.6,11.1,-34624.8,2.1
2225,16/04/2012,4.1,-29.65,-28.72,12.3,11.6,-34908.192,2.2
2226,17/04/2012,0.0,-29.72,-28.75,12.3,11.7,-35585.568,2.1
2227,18/04/2012,3.0,-29.66,-28.71,10.5,9.6,-34017.408,2.1
2228,19/04/2012,10.6,-29.66,-28.72,12.0,11.0,-33725.376,2.1
2229,20/04/2012,0.0,-29.67,-28.72,10.4,9.5,-33683.04,2.2
2230,21/04/2012,0.0,-29.75,-28.8,13.6,12.3,-35446.464,2.2
2231,22/04/2012,0.0,-29.65,-28.78,15.2,14.3,-32794.848,2.2
2232,23/04/2012,0.0,-29.55,-28.75,14.1,13.2,-30828.384,2.2
2233,24/04/2012,5.6,-29.56,-28.7,12.5,11.8,-30360.96,2.2
2234,25/04/2012,0.0,-29.52,-28.71,13.1,12.6,-29524.608,2.2
2235,26/04/2012,0.0,-29.33,-28.73,15.3,14.2,-29044.224,2.2
2236,27/04/2012,0.0,-29.35,-28.67,18.9,17.9,-28445.472,2.3
2237,28/04/2012,0.0,-29.66,-28.73,20.7,20.0,-33811.776,2.3
2238,29/04/2012,0.0,-29.49,-28.75,18.6,17.7,-30460.32,2.4
2239,30/04/2012,0.0,-29.36,-28.67,16.5,15.8,-27812.16,2.4
2240,01/05/2012,0.0,-29.3,-28.62,17.3,16.8,-27365.472,2.4
2241,02/05/2012,0.0,-29.45,-28.65,17.0,16.1,-30047.328,2.4
2242,03/05/2012,0.0,-29.54,-28.68,15.6,14.4,-31328.64,2.3
2243,04/05/2012,0.0,-29.53,-28.68,15.6,14.5,-30188.16,2.0
2244,05/05/2012,0.0,-29.66,-28.73,15.8,14.7,-32327.424,2.0
2245,06/05/2012,0.0,-29.1,-28.65,14.9,13.9,-26522.208,2.2
2246,07/05/2012,0.0,-29.17,-28.59,16.2,15.6,-25373.088,2.4
2247,08/05/2012,0.0,-29.25,-28.61,16.4,15.4,-26211.168,2.4
2248,09/05/2012,0.0,-29.28,-28.61,17.8,16.9,-26119.584,2.2
2249,10/05/2012,0.0,-29.38,-28.66,19.8,18.9,-27666.144,2.0
2250,11/05/2012,0.0,-29.57,-28.7,20.5,19.8,-30974.4,2.0
2251,12/05/2012,0.0,-29.65,-28.72,20.9,20.1,-33105.024,2.0
2252,13/05/2012,0.0,-29.5,-28.66,16.0,14.6,-27336.96,2.1
2253,14/05/2012,0.0,-29.16,-28.58,11.9,11.4,-24645.6,2.2
2254,15/05/2012,0.0,-29.32,-28.58,14.4,13.6,-25777.44,2.2
2255,16/05/2012,2.1,-29.56,-28.65,12.7,12.1,-31419.36,2.2
2256,17/05/2012,0.0,-29.51,-28.68,12.8,12.0,-28098.144,2.2
2257,18/05/2012,0.0,-29.49,-28.66,13.9,13.1,-27818.208,2.4
2258,19/05/2012,0.0,-29.6,-28.7,16.9,15.9,-31523.04,2.4
2259,20/05/2012,0.0,-29.36,-28.63,16.2,15.6,-25716.096,2.5
2260,21/05/2012,8.5,-29.13,-28.48,16.0,15.1,-22976.352,2.5
2261,22/05/2012,0.0,-29.14,-28.52,14.4,13.6,-24145.344,2.2
2262,23/05/2012,0.0,-29.18,-28.53,15.0,14.4,-23682.24,2.0
2263,24/05/2012,0.1,-29.32,-28.55,20.6,19.9,-25852.608,2.0
2264,25/05/2012,0.0,-29.41,-28.58,20.9,20.2,-27317.088,2.0
2265,26/05/2012,0.0,-29.5,-28.61,18.8,18.5,-30265.92,2.0
2266,27/05/2012,0.0,-29.39,-28.59,17.9,17.0,-26907.552,2.0
2267,28/05/2012,0.4,-29.4,-28.59,14.4,13.2,-26027.136,2.0
2268,29/05/2012,0.0,-29.19,-28.54,17.4,16.4,-24634.368,2.0
2269,30/05/2012,0.0,-29.36,-28.57,19.9,18.5,-26564.544,2.0
2270,31/05/2012,0.0,-29.4,-28.61,21.2,19.7,-26793.504,2.0
2271,01/06/2012,0.0,-29.44,-28.6,20.5,19.1,-27225.504,2.0
2272,02/06/2012,0.0,-29.46,-28.61,22.5,21.0,-28526.688,2.0
2273,03/06/2012,0.0,-29.44,-28.62,22.5,20.9,-27442.368,2.0
2274,04/06/2012,9.4,-29.35,-28.59,16.9,15.4,-25030.08,2.0
2275,05/06/2012,0.0,-29.31,-28.54,19.0,17.7,-25545.024,2.0
2276,06/06/2012,0.0,-29.42,-28.59,21.1,19.6,-26551.584,2.0
2277,07/06/2012,0.0,-29.47,-28.6,22.0,20.6,-27038.016,2.0
2278,08/06/2012,0.0,-29.53,-28.64,24.1,22.5,-29487.456,2.0
2279,09/06/2012,0.0,-29.37,-28.61,23.2,22.0,-32205.6,2.0
2280,10/06/2012,0.0,-29.46,-28.66,23.1,22.1,-31424.544,2.0
2281,11/06/2012,0.0,-29.31,-28.59,21.6,20.7,-25908.768,2.0
2282,12/06/2012,0.0,-29.27,-28.55,21.2,20.3,-25472.448,2.0
2283,13/06/2012,0.0,-29.31,-28.61,19.8,18.2,-27114.048,2.0
2284,14/06/2012,0.0,-29.38,-28.68,20.5,19.0,-30284.928,2.0
2285,15/06/2012,0.0,-29.56,-28.78,22.9,21.6,-34714.656,1.9
2286,16/06/2012,0.0,-29.68,-28.85,25.4,24.2,-34223.04,1.9
2287,17/06/2012,0.0,-29.75,-28.92,26.8,25.7,-35141.472,1.9
2288,18/06/2012,0.0,-29.86,-28.97,27.8,26.5,-34445.088,1.9
2289,19/06/2012,0.0,-29.98,-29.06,28.8,27.3,-36077.184,1.9
2290,20/06/2012,0.0,-30.09,-29.13,29.4,27.9,-36046.08,1.9
2291,21/06/2012,0.0,-30.25,-29.21,28.3,26.8,-37516.608,1.9
2292,22/06/2012,0.0,-30.28,-29.31,27.4,25.9,-37057.824,1.9
2293,23/06/2012,0.0,-30.23,-29.35,27.0,24.9,-36606.816,1.9
2294,24/06/2012,0.0,-30.2,-29.34,26.3,24.4,-37293.696,1.9
2295,25/06/2012,0.0,-30.16,-29.34,26.2,24.5,-33168.096,1.9
2296,26/06/2012,0.0,-25.55,-25.17,26.5,25.2,-35335.872,1.9
2297,27/06/2012,0.0,-25.55,-25.17,27.7,27.0,-36835.776,1.9
2298,28/06/2012,0.0,-25.55,-25.17,28.3,26.9,-37066.464,1.9
2299,29/06/2012,0.0,-25.55,-25.17,29.3,27.5,-36822.816,1.9
2300,30/06/2012,0.0,-25.55,-25.17,29.9,28.3,-37361.952,1.9
2301,01/07/2012,0.0,-25.55,-25.17,30.6,29.1,-37361.952,1.9
2302,02/07/2012,0.0,-25.55,-25.17,29.5,27.9,-37018.944,1.9
2303,03/07/2012,0.0,-30.7,-29.79,27.3,25.9,-37200.384,1.9
2304,04/07/2012,0.0,-30.89,-29.87,27.4,26.0,-37237.536,1.9
2305,05/07/2012,0.0,-31.1,-29.98,28.9,27.5,-37210.752,1.9
2306,06/07/2012,0.0,-31.16,-30.07,27.5,26.1,-37190.88,1.9
2307,07/07/2012,0.0,-31.23,-30.15,27.6,26.4,-37173.6,1.9
2308,08/07/2012,0.0,-31.33,-30.24,28.1,26.3,-36577.44,1.9
2309,09/07/2012,0.0,-31.41,-30.32,28.9,27.1,-38725.344,1.9
2310,10/07/2012,0.0,-31.67,-30.49,29.3,27.5,-40725.504,1.9
2311,11/07/2012,0.0,-31.79,-30.61,28.9,27.2,-41090.976,1.9
2312,12/07/2012,0.0,-31.87,-30.7,27.8,26.0,-40874.112,1.9
2313,13/07/2012,0.0,-31.94,-30.76,26.0,24.2,-41246.496,1.9
2314,14/07/2012,0.0,-32.02,-30.85,28.3,26.3,-41227.488,1.9
2315,15/07/2012,0.0,-32.09,-30.93,27.5,26.4,-41345.856,1.9
2316,16/07/2012,0.0,-32.13,-31.01,23.7,22.4,-39223.872,1.9
2317,17/07/2012,0.0,-32.17,-31.06,25.1,24.4,-40543.2,1.9
2318,18/07/2012,0.0,-32.25,-31.12,27.1,26.2,-41341.536,1.9
2319,19/07/2012,0.0,-32.31,-31.2,28.1,26.2,-40466.304,1.9
2320,20/07/2012,0.0,-32.34,-31.25,28.2,25.8,-39249.792,1.9
2321,21/07/2012,0.0,-32.42,-31.31,27.5,25.5,-40658.976,1.9
2322,22/07/2012,0.0,-32.18,-31.34,23.2,22.2,-37773.216,1.9
2323,23/07/2012,0.0,-32.17,-31.32,21.2,20.6,-34687.872,1.9
2324,24/07/2012,0.0,-32.15,-31.28,23.1,22.4,-32449.248,1.9
2325,25/07/2012,0.0,-32.21,-31.32,23.6,22.7,-36383.04,1.9
2326,26/07/2012,0.0,-32.28,-31.39,25.8,24.8,-36041.76,1.9
2327,27/07/2012,0.0,-32.49,-31.48,28.8,27.6,-41230.944,1.9
2328,28/07/2012,0.0,-32.62,-31.57,29.4,27.7,-41549.76,1.9
2329,29/07/2012,0.0,-32.67,-31.65,27.8,26.1,-41716.512,1.9
2330,30/07/2012,0.0,-32.72,-31.73,26.9,25.5,-41733.792,1.9
2331,31/07/2012,0.0,-32.85,-31.81,27.1,25.6,-39708.576,1.9
2332,01/08/2012,0.0,-32.93,-31.88,28.2,27.4,-34775.136,1.9
2333,02/08/2012,0.0,-32.99,-31.94,28.8,27.6,-34580.736,1.9
2334,03/08/2012,0.0,-33.08,-32.02,29.0,27.3,-34544.448,1.9
2335,04/08/2012,0.0,-33.15,-32.1,29.2,27.4,-34418.304,1.9
2336,05/08/2012,0.0,-33.26,-32.17,29.0,27.4,-34610.976,1.9
2337,06/08/2012,0.0,-33.29,-32.25,29.9,28.3,-34506.432,1.9
2338,07/08/2012,0.0,-33.36,-32.31,30.0,28.7,-34680.096,1.9
2339,08/08/2012,0.0,-33.43,-32.36,27.6,26.2,-34104.672,1.9
2340,09/08/2012,0.0,-33.46,-32.42,28.2,27.3,-34132.32,1.9
2341,10/08/2012,0.0,-33.51,-32.47,27.1,26.3,-34360.416,1.9
2342,11/08/2012,0.0,-33.56,-32.52,25.6,24.6,-34390.656,1.9
2343,12/08/2012,0.0,-33.53,-32.55,25.7,25.0,-32583.168,1.9
2344,13/08/2012,0.0,-33.55,-32.58,26.5,25.4,-33835.968,1.9
2345,14/08/2012,0.0,-33.62,-32.64,27.0,25.8,-34346.592,1.9
2346,15/08/2012,0.0,-33.57,-32.67,28.6,27.6,-31833.216,1.9
2347,16/08/2012,0.0,-33.56,-32.66,28.2,27.1,-32501.952,1.9
2348,17/08/2012,0.0,-33.7,-32.74,28.5,27.5,-33979.392,1.9
2349,18/08/2012,0.0,-33.71,-32.78,28.5,27.5,-33993.216,1.9
2350,19/08/2012,0.0,-33.73,-32.81,28.7,28.8,-33867.936,1.9
2351,20/08/2012,0.0,-33.78,-32.83,29.1,28.1,-33818.688,1.9
2352,21/08/2012,0.0,-33.82,-32.87,30.3,29.0,-33888.672,1.9
2353,22/08/2012,0.0,-33.88,-32.91,31.0,29.5,-34013.088,1.9
2354,23/08/2012,0.0,-33.89,-32.94,30.3,28.9,-34124.544,1.9
2355,24/08/2012,0.0,-33.93,-32.98,29.5,27.8,-33467.904,1.9
2356,25/08/2012,0.0,-33.96,-33.03,28.7,27.2,-34051.968,1.9
2357,26/08/2012,0.0,-33.96,-33.05,23.8,22.7,-32806.944,1.9
2358,27/08/2012,0.0,-33.92,-33.07,22.8,22.3,-30461.184,1.9
2359,28/08/2012,0.0,-33.83,-33.04,23.5,22.8,-28719.36,1.9
2360,29/08/2012,0.0,-34.0,-33.1,25.6,24.2,-33370.272,1.9
2361,30/08/2012,0.0,-34.02,-33.12,26.9,25.9,-33441.12,1.9
2362,31/08/2012,0.0,-34.02,-33.14,22.9,22.2,-33204.384,2.0
2363,01/09/2012,0.0,-33.97,-33.14,21.3,20.7,-30697.056,1.9
2364,02/09/2012,0.2,-33.8,-33.07,21.0,20.2,-28942.272,1.9
2365,03/09/2012,6.5,-33.76,-33.02,20.5,19.9,-31591.296,1.8
2366,04/09/2012,0.2,-33.73,-32.98,18.8,18.9,-30871.584,1.9
2367,05/09/2012,0.0,-33.73,-33.0,20.8,21.1,-31942.08,1.9
2368,06/09/2012,0.0,-33.81,-33.03,22.5,22.1,-32000.832,1.8
2369,07/09/2012,0.0,-33.86,-33.06,23.6,23.1,-31792.608,1.8
2370,08/09/2012,0.0,-33.87,-33.06,22.2,21.9,-31933.44,1.8
2371,09/09/2012,0.0,-34.0,-33.14,21.9,21.3,-33694.272,1.8
2372,10/09/2012,0.0,-34.02,-33.17,23.1,22.5,-33630.336,1.8
2373,11/09/2012,0.0,-34.05,-33.21,23.3,22.3,-33681.312,1.8
2374,12/09/2012,0.0,-34.04,-33.2,22.9,21.7,-32511.456,1.8
