,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
5975,11/05/2016,0.0,0.2,0.2,0.4,0.4,-37.15,-50.97,-296.5,15.0,13.85,13.25,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5976,12/05/2016,4.2,8.5,8.8,10.4,17.2,-37.15,-50.97,-296.56,12.65,11.85,11.95,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5977,13/05/2016,2.0,0.0,0.2,0.2,0.6,-37.15,-50.97,-296.56,11.7,11.2,10.65,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5978,14/05/2016,3.4,2.8,2.4,4.8,3.2,-37.15,-50.97,-296.56,12.9,12.25,11.0,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5979,15/05/2016,2.0,6.0,1.8,4.8,2.0,-38.114999999999995,-50.98,-296.53,11.65,11.45,10.45,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5980,16/05/2016,9.2,3.6,7.6,3.6,4.6,-38.114999999999995,-50.98,-296.5,10.8,10.75,9.35,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5981,17/05/2016,28.0,17.1,26.8,19.4,25.0,-38.114999999999995,-50.98,-296.53,11.0,10.55,10.05,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5982,18/05/2016,9.6,0.0,4.4,0.2,1.0,-38.114999999999995,-50.98,-296.55,11.85,10.1,9.9,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5983,19/05/2016,0.2,0.0,0.2,0.0,0.2,-38.114999999999995,-50.98,-296.62,11.55,8.8,9.3,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5984,20/05/2016,8.4,20.9,10.4,16.4,13.6,-38.114999999999995,-50.98,-296.62,9.55,10.0,9.15,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5985,21/05/2016,0.2,0.0,0.0,0.0,0.2,-38.114999999999995,-50.99,-296.58,15.1,13.55,14.75,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5986,22/05/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-50.99,-296.61,17.45,15.0,15.05,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5987,23/05/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-50.99,-296.69,12.55,11.5,11.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5988,24/05/2016,2.0,3.0,3.2,4.2,4.0,-38.114999999999995,-50.99,-296.72,12.15,11.7,11.35,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5989,25/05/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.7,12.95,11.9,11.8,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5990,26/05/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.7,15.65,14.3,13.8,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5991,27/05/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.71,19.0,15.85,16.25,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5992,28/05/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.0,-296.75,19.8,17.2,18.3,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5993,29/05/2016,0.0,1.0,0.0,1.4,0.4,-38.114999999999995,-51.0,-296.81,16.25,15.35,14.75,-0.33573257,-2.724404266,-4.969468783,-21.76851353
5994,30/05/2016,1.2,0.2,0.4,0.6,1.4,-38.114999999999995,-51.01,-296.81,14.8,13.9,13.45,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5995,31/05/2016,0.0,0.4,2.0,0.2,0.0,-38.114999999999995,-51.01,-296.81,14.3,12.25,12.1,-0.353402706,-2.867793965,-5.231019771,-22.91422477
5996,01/06/2016,0.2,0.0,0.0,0.2,0.2,-38.114999999999995,-51.01,-296.84,13.45,13.65,11.65,-0.345559524,-2.917571429,-5.32509127,-24.17625556
5997,02/06/2016,42.8,17.0,15.4,18.4,18.6,-38.114999999999995,-51.01,-296.88,12.5,11.75,11.35,-0.345559524,-2.917571429,-5.32509127,-24.17625556
5998,03/06/2016,3.2,3.0,6.4,3.4,4.6,-38.114999999999995,-51.01,-296.89,13.55,12.45,11.65,-0.345559524,-2.917571429,-5.32509127,-24.17625556
5999,04/06/2016,4.2,1.2,6.8,3.8,3.2,-38.114999999999995,-51.01,-296.9,14.2,13.4,13.35,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6000,05/06/2016,19.8,9.1,9.2,9.4,13.0,-38.114999999999995,-51.01,-296.89,15.1,14.1,13.8,-0.328281548,-2.771692857,-5.058836706,-22.96744278
6001,06/06/2016,1.0,5.4,3.6,4.6,2.4,-38.114999999999995,-51.01,-296.89,15.9,14.35,14.05,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6002,07/06/2016,14.6,3.2,18.4,5.4,7.2,-38.114999999999995,-51.01,-296.9,17.4,16.9,15.6,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6003,08/06/2016,0.0,0.0,0.0,0.2,0.2,-38.114999999999995,-51.01,-296.94,18.55,16.7,15.9,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6004,09/06/2016,3.4,0.8,2.6,1.6,1.2,-38.114999999999995,-51.01,-297.01,16.8,15.3,14.3,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6005,10/06/2016,20.6,51.4,11.8,47.6,25.0,-38.114999999999995,-51.0,-297.02,16.1,15.5,14.45,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6006,11/06/2016,0.4,0.2,1.8,1.4,2.0,-38.114999999999995,-51.01,-296.99,17.25,15.1,14.55,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6007,12/06/2016,1.0,2.0,2.0,3.4,2.2,-38.114999999999995,-51.0,-297.01,16.8,15.8,14.45,-0.328281548,-2.771692857,-5.058836706,-22.96744278
6008,13/06/2016,0.0,0.0,0.2,0.0,0.2,-38.114999999999995,-51.0,-297.03,16.4,16.0,14.9,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6009,14/06/2016,0.2,1.4,0.2,1.2,1.0,-38.114999999999995,-51.01,-297.02,17.0,14.9,14.95,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6010,15/06/2016,0.0,0.0,0.2,0.2,0.2,-38.114999999999995,-51.01,-297.0,16.45,15.7,14.5,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6011,16/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.01,-297.02,20.3,18.5,18.6,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6012,17/06/2016,4.4,1.2,1.8,1.4,3.6,-38.114999999999995,-51.02,-296.97,16.35,14.55,14.45,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6013,18/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.03,-296.97,15.35,15.2,14.45,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6014,19/06/2016,0.0,0.0,0.0,0.0,0.2,-38.114999999999995,-51.03,-297.02,15.15,14.3,13.9,-0.328281548,-2.771692857,-5.058836706,-22.96744278
6015,20/06/2016,5.2,12.2,11.6,12.6,14.8,-38.114999999999995,-51.03,-297.03,13.75,13.85,13.1,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6016,21/06/2016,0.0,0.0,0.0,0.4,1.4,-38.114999999999995,-51.04,-297.01,17.7,16.2,15.95,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6017,22/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.04,20.6,18.25,18.7,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6018,23/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.07,23.05,20.65,20.25,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6019,24/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.13,24.7,21.75,22.0,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6020,25/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.04,-297.18,23.9,22.3,22.05,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6021,26/06/2016,0.0,2.4,0.0,0.0,0.0,-38.114999999999995,-51.05,-297.2,23.45,21.35,20.85,-0.328281548,-2.771692857,-5.058836706,-22.96744278
6022,27/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.05,-297.22,20.3,18.8,18.85,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6023,28/06/2016,0.0,2.0,4.2,5.2,11.4,-38.114999999999995,-51.05,-297.23,20.0,18.15,18.3,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6024,29/06/2016,0.0,0.0,0.2,0.0,0.2,-38.114999999999995,-51.05,-297.26,20.65,19.3,18.95,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6025,30/06/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.06,-297.27,21.3,19.25,19.5,-0.345559524,-2.917571429,-5.32509127,-24.17625556
6026,01/07/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.06,-297.28,21.65,19.55,20.15,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6027,02/07/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.06,-297.32,22.2,20.2,20.75,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6028,03/07/2016,0.0,0.0,0.0,0.0,0.0,-37.27,-51.06,-297.35,21.9,21.0,20.9,-0.336275922,-2.670047235,-4.815031818,-21.42398283
6029,04/07/2016,0.0,0.0,0.0,0.0,0.0,-37.27,-51.06,-297.36,23.0,20.6,20.65,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6030,05/07/2016,0.0,0.0,0.0,0.0,0.2,-37.27,-51.06,-297.4,23.65,21.8,21.4,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6031,06/07/2016,0.0,0.0,0.0,0.0,12.0,-37.27,-51.07,-297.43,21.2,21.4,21.1,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6032,07/07/2016,0.0,19.4,0.2,17.6,12.8,-37.28,-51.07,-297.43,23.25,22.0,21.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6033,08/07/2016,0.0,0.0,0.0,0.0,0.2,-37.28,-51.07,-297.43,23.6,21.25,20.55,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6034,09/07/2016,0.0,0.0,0.0,0.0,0.0,-37.29,-51.07,-297.47,23.05,20.95,20.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6035,10/07/2016,0.0,0.0,0.0,0.0,0.0,-37.29,-51.07,-297.51,24.8,22.45,22.0,-0.336275922,-2.670047235,-4.815031818,-21.42398283
6036,11/07/2016,0.0,0.0,0.6,0.0,0.0,-37.29,-51.08,-297.54,25.15,22.95,22.55,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6037,12/07/2016,0.0,0.0,0.0,0.0,0.0,-37.29,-51.08,-297.58,24.2,21.95,21.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6038,13/07/2016,0.0,0.0,0.0,0.0,0.0,-37.29,-51.08,-297.62,21.25,20.15,19.65,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6039,14/07/2016,13.2,2.8,8.8,1.8,4.8,-37.29,-51.08,-297.65,18.4,18.05,17.85,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6040,15/07/2016,3.8,6.4,3.4,9.6,10.0,-37.3,-51.08,-297.66,12.5,13.85,12.15,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6041,16/07/2016,0.8,1.8,0.6,1.8,2.6,-37.3,-51.09,-297.63,15.1,14.65,14.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6042,17/07/2016,0.0,0.0,0.0,0.2,0.0,-37.31,-51.09,-297.62,16.9,16.8,16.05,-0.336275922,-2.670047235,-4.815031818,-21.42398283
6043,18/07/2016,0.0,0.0,0.0,0.0,0.0,-37.31,-51.09,-297.63,22.45,20.1,19.45,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6044,19/07/2016,0.0,0.0,0.0,0.0,0.0,-37.31,-51.09,-297.67,24.0,22.15,20.95,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6045,20/07/2016,0.0,0.0,0.0,0.0,0.0,-37.31,-51.1,-297.7,24.35,21.55,21.15,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6046,21/07/2016,0.0,0.0,0.0,0.0,0.0,-37.32,-51.1,-297.74,24.3,21.4,21.0,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6047,22/07/2016,0.0,0.0,0.0,0.0,0.0,-37.32,-51.1,-297.77,23.25,20.6,20.2,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6048,23/07/2016,0.0,0.0,0.0,0.0,0.0,-37.32,-51.1,-297.79,22.85,21.8,20.85,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6049,24/07/2016,0.2,0.0,0.0,0.0,0.4,-37.32,-51.1,-297.82,21.35,21.45,19.7,-0.336275922,-2.670047235,-4.815031818,-21.42398283
6050,25/07/2016,5.6,2.4,15.6,2.2,3.2,-37.33,-51.1,-297.85,21.65,20.35,19.95,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6051,26/07/2016,0.0,0.0,3.0,0.2,0.0,-37.33,-51.11,-297.86,23.8,22.3,21.5,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6052,27/07/2016,0.2,15.9,0.4,23.6,27.8,-37.33,-51.11,-297.88,23.15,21.3,19.65,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6053,28/07/2016,5.4,16.8,0.2,6.2,4.2,-37.33,-51.11,-297.91,22.3,20.65,19.7,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6054,29/07/2016,0.0,0.0,0.2,0.2,0.0,-37.34,-51.11,-297.92,21.5,20.8,20.1,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6055,30/07/2016,0.0,0.0,0.0,0.2,0.2,-37.34,-51.11,-297.94,23.2,21.9,21.3,-0.353974654,-2.810576037,-5.068454545,-22.55156087
6056,31/07/2016,0.0,0.0,0.0,0.0,0.0,-37.34,-51.11,-297.97,23.7,21.65,20.65,-0.336275922,-2.670047235,-4.815031818,-21.42398283
6057,01/08/2016,1.4,0.0,0.2,0.0,0.0,-37.34,-51.12,-298.01,21.05,20.35,18.95,-0.354172737,-2.911800208,0.0,-22.18016649
6058,02/08/2016,0.0,6.5,0.2,3.6,4.4,-37.34,-51.12,-298.01,20.65,19.8,19.7,-0.354172737,-2.911800208,0.0,-22.18016649
6059,03/08/2016,0.0,0.0,0.0,0.0,0.0,-37.34,-51.12,-298.03,22.35,21.0,20.65,-0.354172737,-2.911800208,0.0,-22.18016649
6060,04/08/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.12,-298.06,23.85,22.3,21.55,-0.354172737,-2.911800208,0.0,-22.18016649
6061,05/08/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.13,-298.1,20.85,18.9,18.65,-0.354172737,-2.911800208,0.0,-22.18016649
6062,06/08/2016,20.8,46.6,11.4,36.0,51.6,-38.114999999999995,-51.13,-298.11,16.1,15.5,15.0,-0.354172737,-2.911800208,0.0,-22.18016649
6063,07/08/2016,0.0,0.2,0.0,0.0,0.6,-38.114999999999995,-51.13,-298.09,17.9,18.6,17.15,-0.3364641,-2.766210198,0.0,-21.07115817
6064,08/08/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.14,-298.12,19.55,18.9,18.6,-0.354172737,-2.911800208,0.0,-22.18016649
6065,09/08/2016,0.0,0.0,0.0,0.0,0.0,-38.114999999999995,-51.14,-298.17,21.95,19.5,19.25,-0.354172737,-2.911800208,0.0,-22.18016649
6066,10/08/2016,0.0,0.0,0.0,0.0,0.0,-37.37,-51.14,-298.22,19.95,18.85,18.5,-0.354172737,-2.911800208,0.0,-22.18016649
6067,11/08/2016,0.0,0.4,0.0,1.6,1.0,-37.37,-51.14,-298.21,15.1,15.2,14.7,-0.354172737,-2.911800208,0.0,-22.18016649
6068,12/08/2016,0.0,0.0,0.0,0.0,0.0,-37.38,-51.15,-298.19,15.25,15.3,14.95,-0.354172737,-2.911800208,0.0,-22.18016649
6069,13/08/2016,0.0,0.0,0.0,0.0,0.0,-37.38,-51.15,-298.2,17.7,16.75,16.85,-0.354172737,-2.911800208,0.0,-22.18016649
6070,14/08/2016,0.0,0.0,0.0,0.0,0.0,-37.39,-51.15,-298.23,20.95,19.35,18.7,-0.3364641,-2.766210198,0.0,-21.07115817
6071,15/08/2016,0.0,0.0,0.0,0.0,0.0,-37.39,-51.16,-298.27,22.2,21.25,19.9,-0.354172737,-2.911800208,0.0,-22.18016649
6072,16/08/2016,0.0,0.0,0.0,0.0,0.0,-37.39,-51.16,-298.32,21.65,20.55,19.45,-0.354172737,-2.911800208,0.0,-22.18016649
6073,17/08/2016,0.0,0.0,0.0,0.0,0.0,-37.39,-51.16,-298.38,20.75,18.9,18.2,-0.354172737,-2.911800208,0.0,-22.18016649
6074,18/08/2016,0.0,0.0,0.0,0.0,0.0,-37.39,-51.16,-298.41,19.5,18.7,17.7,-0.354172737,-2.911800208,0.0,-22.18016649
6075,19/08/2016,3.2,1.6,7.4,1.8,1.2,-37.4,-51.16,-298.41,20.05,18.85,18.35,-0.354172737,-2.911800208,0.0,-22.18016649
6076,20/08/2016,13.6,0.8,0.2,2.6,0.2,-37.4,-51.17,-298.41,22.6,20.45,19.85,-0.354172737,-2.911800208,0.0,-22.18016649
6077,21/08/2016,0.0,0.0,0.0,0.0,0.0,-37.4,-51.17,-298.44,22.95,19.75,19.95,-0.3364641,-2.766210198,0.0,-21.07115817
6078,22/08/2016,0.0,0.0,0.0,0.0,0.2,-37.41,-51.17,-298.44,17.6,17.9,17.15,-0.354172737,-2.911800208,0.0,-22.18016649
6079,23/08/2016,0.0,0.0,0.0,0.0,0.0,-37.41,-51.17,-298.45,18.05,17.35,17.85,-0.354172737,-2.911800208,0.0,-22.18016649
6080,24/08/2016,0.0,0.0,0.0,0.0,0.0,-37.41,-51.18,-298.51,19.35,19.2,19.05,-0.354172737,-2.911800208,0.0,-22.18016649
6081,25/08/2016,0.0,0.0,0.0,0.0,0.0,-37.42,-51.18,-298.55,20.35,19.6,19.1,-0.354172737,-2.911800208,0.0,-22.18016649
6082,26/08/2016,0.0,0.0,0.0,0.0,0.0,-37.42,-51.18,-298.57,21.5,19.35,19.35,-0.354172737,-2.911800208,0.0,-22.18016649
6083,27/08/2016,0.0,0.0,0.2,0.0,0.0,-37.42,-51.18,-298.58,23.25,20.35,20.15,-0.354172737,-2.911800208,0.0,-22.18016649
6084,28/08/2016,0.0,0.0,0.0,0.0,0.0,-37.42,-51.19,-298.62,22.0,19.35,19.25,-0.3364641,-2.766210198,0.0,-21.07115817
6085,29/08/2016,0.0,0.0,0.0,0.0,0.0,-37.43,-51.19,-298.66,21.7,20.0,19.5,-0.354172737,-2.911800208,0.0,-22.18016649
6086,30/08/2016,0.0,0.0,0.0,0.0,0.0,-37.43,-51.19,-298.68,22.65,20.15,19.9,-0.354172737,-2.911800208,0.0,-22.18016649
6087,31/08/2016,4.8,10.4,4.6,12.2,7.4,-37.43,-51.19,-298.7,19.85,17.45,17.5,-0.354172737,-2.911800208,0.0,-22.18016649
6088,01/09/2016,5.2,0.6,5.0,0.4,5.2,-37.44,-51.19,-298.71,20.25,18.6,18.7,-0.365811111,-2.941488889,0.0,-22.48595556
6089,02/09/2016,0.0,0.0,0.0,0.2,0.0,-37.44,-51.2,-298.72,22.2,20.7,19.7,-0.365811111,-2.941488889,0.0,-22.48595556
6090,03/09/2016,0.0,0.0,0.0,0.0,0.0,-37.44,-51.2,-298.75,23.15,20.6,20.1,-0.365811111,-2.941488889,0.0,-22.48595556
6091,04/09/2016,0.0,0.0,0.0,0.0,0.0,-37.44,-51.2,-298.77,22.6,20.85,19.65,-0.347520556,-2.794414444,0.0,-21.36165778
6092,05/09/2016,0.0,0.0,0.0,0.0,0.0,-37.45,-51.2,-298.83,19.25,19.65,18.35,-0.365811111,-2.941488889,0.0,-22.48595556
6093,06/09/2016,12.6,8.3,7.8,12.8,12.2,-37.45,-51.2,-298.84,15.75,16.4,15.35,-0.365811111,-2.941488889,0.0,-22.48595556
6094,07/09/2016,0.0,0.0,0.2,0.2,1.0,-37.45,-51.21,-298.86,15.0,15.8,14.5,-0.365811111,-2.941488889,0.0,-22.48595556
6095,08/09/2016,0.0,0.0,0.0,0.0,0.2,-37.45,-51.21,-298.88,18.15,18.2,17.65,-0.365811111,-2.941488889,0.0,-22.48595556
6096,09/09/2016,0.0,0.0,0.0,0.2,0.2,-37.46,-51.21,-298.89,18.8,17.25,17.15,-0.365811111,-2.941488889,0.0,-22.48595556
6097,10/09/2016,0.0,0.0,0.0,0.0,0.0,-37.46,-51.21,-298.9,19.7,18.75,18.25,-0.365811111,-2.941488889,0.0,-22.48595556
6098,11/09/2016,0.0,0.2,2.2,0.2,0.4,-37.46,-51.22,-298.9,19.85,18.45,18.0,-0.347520556,-2.794414444,0.0,-21.36165778
6099,12/09/2016,0.6,0.0,1.2,0.0,2.0,-37.47,-51.22,-298.9,19.3,19.15,18.5,-0.365811111,-2.941488889,0.0,-22.48595556
6100,13/09/2016,0.0,0.0,0.2,0.2,0.0,-37.47,-51.22,-298.93,21.4,18.5,19.1,-0.365811111,-2.941488889,0.0,-22.48595556
6101,14/09/2016,6.6,0.0,1.0,0.4,1.0,-37.47,-51.22,-298.95,21.05,17.75,18.35,-0.365811111,-2.941488889,0.0,-22.48595556
6102,15/09/2016,0.0,0.2,25.6,0.2,6.6,-37.47,-51.23,-298.96,18.2,15.25,15.85,-0.365811111,-2.941488889,0.0,-22.48595556
6103,16/09/2016,9.4,19.7,21.4,25.4,24.8,-37.47,-51.22,-298.99,16.55,15.5,14.7,-0.365811111,-2.941488889,0.0,-22.48595556
6104,17/09/2016,24.8,49.1,42.8,55.8,51.4,-37.46,-51.22,-299.03,16.05,15.45,14.45,-0.365811111,-2.941488889,0.0,-22.48595556
6105,18/09/2016,8.6,5.5,15.2,5.6,15.2,-37.47,-51.22,-299.07,13.75,13.6,12.35,-0.347520556,-2.794414444,0.0,-21.36165778
6106,19/09/2016,12.2,20.2,8.4,26.2,17.0,-37.47,-51.23,-299.09,13.75,14.2,13.15,-0.365811111,-2.941488889,0.0,-22.48595556
6107,20/09/2016,1.2,2.2,1.0,3.2,1.2,-37.48,-51.23,-299.08,17.15,15.2,14.7,-0.365811111,-2.941488889,0.0,-22.48595556
6108,21/09/2016,0.0,0.0,0.0,0.2,0.2,-37.48,-51.23,-299.09,16.5,13.95,14.2,-0.365811111,-2.941488889,0.0,-22.48595556
6109,22/09/2016,0.4,0.6,0.8,0.6,2.0,-37.49,-51.24,-299.06,14.7,14.05,13.75,-0.365811111,-2.941488889,0.0,-22.48595556
6110,23/09/2016,0.0,0.0,0.2,0.2,0.2,-37.5,-51.24,-299.04,15.3,13.95,14.0,-0.365811111,-2.941488889,0.0,-22.48595556
6111,24/09/2016,0.0,0.0,0.0,0.2,0.2,-37.5,-51.25,-299.06,15.4,13.5,13.8,-0.365811111,-2.941488889,0.0,-22.48595556
6112,25/09/2016,0.0,0.0,0.0,0.2,0.0,-37.5,-51.25,-299.11,14.25,13.05,13.3,-0.347520556,-2.794414444,0.0,-21.36165778
6113,26/09/2016,0.0,0.0,0.2,0.2,0.2,-37.51,-51.25,-299.14,14.8,13.45,13.4,-0.365811111,-2.941488889,0.0,-22.48595556
6114,27/09/2016,0.0,0.0,0.2,0.2,0.0,-37.51,-51.26,-299.13,14.45,13.2,13.4,-0.365811111,-2.941488889,0.0,-22.48595556
6115,28/09/2016,0.0,0.0,0.0,0.0,0.0,-37.52,-51.26,-299.11,14.25,13.15,13.55,-0.365811111,-2.941488889,0.0,-22.48595556
6116,29/09/2016,0.0,0.0,0.2,0.2,0.0,-37.52,-51.26,-299.13,17.05,14.0,14.1,-0.365811111,-2.941488889,0.0,-22.48595556
6117,30/09/2016,0.0,0.0,0.2,0.4,0.4,-37.52,-51.26,-299.19,15.55,13.4,13.85,-0.365811111,-2.941488889,0.0,-22.48595556
6118,01/10/2016,0.0,0.0,0.2,0.0,0.0,-37.52,-51.26,-299.25,15.1,15.3,13.6,-0.352290323,-2.765924731,0.0,-21.76524454
6119,02/10/2016,24.8,24.9,27.2,25.6,27.6,-38.114999999999995,-51.27,-299.29,15.8,15.25,15.8,-0.334675806,-2.627628495,0.0,-20.67698231
6120,03/10/2016,0.0,0.0,0.2,0.0,0.2,-38.114999999999995,-51.27,-299.27,16.55,14.05,13.95,-0.352290323,-2.765924731,0.0,-21.76524454
6121,04/10/2016,0.0,0.0,0.2,0.2,0.0,-37.53,-51.27,-299.29,13.6,12.1,13.15,-0.352290323,-2.765924731,0.0,-21.76524454
6122,05/10/2016,0.0,0.0,0.2,0.0,0.2,-37.53,-51.27,-299.33,12.7,12.3,11.3,-0.352290323,-2.765924731,0.0,-21.76524454
6123,06/10/2016,0.0,5.6,0.0,4.6,3.4,-37.53,-51.27,-299.39,9.95,11.05,9.45,-0.352290323,-2.765924731,0.0,-21.76524454
6124,07/10/2016,27.6,24.8,26.4,31.6,40.6,-37.53,-51.27,-299.42,9.5,9.7,9.3,-0.352290323,-2.765924731,0.0,-21.76524454
6125,08/10/2016,0.0,0.4,0.2,0.6,0.8,-37.54,-51.28,-299.39,12.05,11.45,10.0,-0.352290323,-2.765924731,0.0,-21.76524454
6126,09/10/2016,11.6,9.1,6.6,10.6,8.0,-37.54,-51.28,-299.4,11.35,10.4,9.55,-0.334675806,-2.627628495,0.0,-20.67698231
6127,10/10/2016,0.0,0.0,0.2,0.4,0.2,-37.54,-51.28,-299.45,8.45,7.95,7.7,-0.352290323,-2.765924731,0.0,-21.76524454
6128,11/10/2016,0.6,0.6,0.2,1.0,0.6,-37.54,-51.28,-299.51,5.95,5.4,5.45,-0.352290323,-2.765924731,0.0,-21.76524454
6129,12/10/2016,4.4,5.2,5.8,5.6,7.6,-37.55,-51.29,-299.49,7.3,6.95,6.45,-0.352290323,-2.765924731,0.0,-21.76524454
6130,13/10/2016,0.0,0.0,0.0,0.0,0.0,-37.55,-51.29,-299.48,9.2,8.8,7.5,-0.352290323,-2.765924731,0.0,-21.76524454
6131,14/10/2016,21.0,20.5,15.2,24.4,19.8,-37.55,-51.29,-299.52,16.0,16.5,15.7,-0.352290323,-2.765924731,0.0,-21.76524454
6132,15/10/2016,44.6,41.2,37.6,46.6,32.8,-37.55,-51.29,-299.51,14.7,13.45,13.35,-0.352290323,-2.765924731,0.0,-21.76524454
6133,16/10/2016,0.0,0.0,1.4,0.4,1.6,-37.56,-51.29,-299.47,13.5,12.65,12.9,-0.334675806,-2.627628495,0.0,-20.67698231
6134,17/10/2016,0.0,0.0,0.2,0.0,0.0,-37.56,-51.3,-299.48,14.4,12.5,12.1,-0.352290323,-2.765924731,0.0,-21.76524454
6135,18/10/2016,0.0,0.0,0.0,0.0,0.0,-37.56,-51.3,-299.52,11.6,11.15,10.9,-0.352290323,-2.765924731,0.0,-21.76524454
